"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","rna_10","rna_16","rna_KI01","Mmean","value"
"chr7","EviAnn","gene",77519297,77557979,".","+",".","LOC_00020118","geneID=LOC_00020118","protein_coding","YAF2:_YY1-associated_factor_2_(Homo_sapiens)",3799.7,193.45,87.5561,137.144,139.383366666667,7.12291459704068
"chr7","EviAnn","gene",77560072,77603005,".","+",".","LOC_00020119","geneID=LOC_00020119","protein_coding","GXYLT1:_Glucoside_xylosyltransferase_1_(Homo_sapiens)",7037.94,30.4781,17.7594,32.7809,27.0061333333333,4.75521518826414
"chr7","EviAnn","gene",80789641,80791870,".","+",".","LOC_00020128","geneID=LOC_00020128","protein_coding","LRRN3:_Leucine-rich_repeat_neuronal_protein_3_(Pongo_abelii)",2230,60.0026,22.6666,18.9113,33.8601666666667,5.0815171693785
"chr7","EviAnn","gene",80854371,80881312,".","-",".","LOC_00020129","geneID=LOC_00020129","protein_coding","function_unknown",26942,7.83905,5.95872,6.19704,6.66493666666667,2.73659116621897
"chr7","EviAnn","gene",80885335,80923767,".","+",".","LOC_00020130","geneID=LOC_00020130","protein_coding","function_unknown",38433,81.9264,27.953,53.8104,54.5632666666667,5.76985811503246
"chr7","EviAnn","gene",80963968,81020465,".","+",".","LOC_00020131","geneID=LOC_00020131","protein_coding","function_unknown",56498,102.521,33.8846,61.6883,66.0313,6.04507814436807
"chr7","EviAnn","gene",81542471,81562192,".","+",".","LOC_00020134","geneID=LOC_00020134","protein_coding","IFRD1:_Interferon-related_developmental_regulator_1_(Homo_sapiens)",2201,6.98484,2.29925,0,3.09469666666667,1.62979800751965
"chr7","EviAnn","gene",81563999,81605826,".","-",".","LOC_00020135","geneID=LOC_00020135","protein_coding","function_unknown",3886,17.3731,18.79,17.6462,17.9364333333333,4.16482113320016
"chr7","EviAnn","gene",81663219,81710361,".","-",".","LOC_00020139","geneID=LOC_00020139","protein_coding","function_unknown",28790,9.08588,3.06007,3.97395,5.3733,2.42580838828323
"chr7","EviAnn","gene",81690690,81710361,".","-",".","LOC_00020140","geneID=LOC_00020140","protein_coding","SAMTOR:_S-adenosylmethionine_sensor_upstream_of_mTORC1_(Gallus_gallus)",7427.4,0,0.215082,0,0.071694,-3.80200380351768
"chr7","EviAnn","gene",81807008,81811813,".","-",".","LOC_00020142","geneID=LOC_00020142","protein_coding","Gpr85:_Probable_G-protein_coupled_receptor_85_(Rattus_norvegicus)",3211,0.66422,0.766011,0,0.476743666666667,-1.06871432180142
"chr7","EviAnn","gene",83093255,83149571,".","+",".","LOC_00020150","geneID=LOC_00020150","protein_coding","function_unknown",34006.5,7.1071,3.96104,12.1038,7.72398,2.94934442866736
"chr7","EviAnn","gene",85444878,85462496,".","+",".","LOC_00020164","geneID=LOC_00020164","protein_coding","LINE-1_retrotransposable_element_ORF2_protein_(Homo_sapiens)",13235,56.1763,35.7993,46.1467,46.0407666666667,5.52483995218437
"chr7","EviAnn","gene",85450418,85505929,".","+",".","LOC_00020165","geneID=LOC_00020165","protein_coding","LSM8:_U6_snRNA-associated_Sm-like_protein_LSm8_(Pongo_abelii)",9447.71,27.0018,21.9174,15.3234,21.4142,4.42049587636142
"chr7","EviAnn","gene",85450422,85481393,".","+",".","LOC_00020167","geneID=LOC_00020167","protein_coding","function_unknown",30060,13.032,11.2168,8.86985,11.03955,3.46460946030055
"chr7","EviAnn","gene",85456128,85551889,".","-",".","LOC_00020168","geneID=LOC_00020168","protein_coding","Ankrd7:_Ankyrin_repeat_domain-containing_protein_7_(Mus_musculus)",6990.22,249.042,205.367,221.263,225.224,7.81521675980434
"chr7","EviAnn","gene",86026105,86032409,".","-",".","LOC_00020169","geneID=LOC_00020169","protein_coding","function_unknown",2660,0.812399,2.80947,3.90751,2.509793,1.32756838003721
"chr7","EviAnn","gene",86769305,87204959,".","+",".","LOC_00020170","geneID=LOC_00020170","protein_coding","KCND2:_A-type_voltage-gated_potassium_channel_KCND2_(Mustela_putorius_furo)",2285,0,1.63752,2.56253,1.40001666666667,0.485444002008974
"chr7","EviAnn","gene",87320362,87370763,".","+",".","LOC_00020174","geneID=LOC_00020174","protein_coding","Ing3:_Inhibitor_of_growth_protein_3_(Mus_musculus)",35680.3,765.01,480.339,625.322,623.557,9.28437763412588
"chr7","EviAnn","gene",87556709,87572514,".","+",".","LOC_00020176","geneID=LOC_00020176","protein_coding","WNT16:_Protein_Wnt-16_(Bos_taurus)",2709,4.77957,3.67326,4.78969,4.41417333333333,2.14214328168608
"chr7","EviAnn","gene",87572317,87621661,".","-",".","LOC_00020177","geneID=LOC_00020177","protein_coding","Fam3c:_Protein_FAM3C_(Rattus_norvegicus)",3814.67,0,6.06661,0,2.02220333333333,1.01592806808318
"chr7","EviAnn","gene",87987270,88039232,".","-",".","LOC_00020179","geneID=LOC_00020179","protein_coding","AASS:_Alpha-aminoadipic_semialdehyde_synthase,_mitochondrial_(Bos_taurus)",13541,0.150292,0.454014,0.473841,0.359382333333333,-1.47640860490107
"chr7","EviAnn","gene",88114953,88555970,".","-",".","LOC_00020181","geneID=LOC_00020181","protein_coding","Cadps2:_Calcium-dependent_secretion_activator_2_(Mus_musculus)",4704,0.889049,0,0,0.296349666666667,-1.75462766012055
"chr7","EviAnn","gene",88962968,88972987,".","-",".","LOC_00020189","geneID=LOC_00020189","protein_coding","function_unknown",8911,13.0114,9.10829,1.79166,7.97045,2.99466117897626
"chr7","EviAnn","gene",88963426,88973842,".","-",".","LOC_00020188","geneID=LOC_00020188","protein_coding","NDUFA5:_NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_5_(Bos_taurus)",3617,19.9902,0,17.4134,12.4678666666667,3.64014272663738
"chr7","EviAnn","gene",88973816,89002535,".","+",".","LOC_00020190","geneID=LOC_00020190","protein_coding","ASB15:_Ankyrin_repeat_and_SOCS_box_protein_15_(Homo_sapiens)",1763.14,0,2.9297,0,0.976566666666667,-0.0342095598522035
"chr7","EviAnn","gene",89038723,89091876,".","-",".","LOC_00020192","geneID=LOC_00020192","protein_coding","Wasl:_Actin_nucleation-promoting_factor_WASL_(Rattus_norvegicus)",1392,1.66949,0,0,0.556496666666667,-0.845555048825738
"chr7","EviAnn","gene",89655112,89750032,".","-",".","LOC_00020197","geneID=LOC_00020197","protein_coding","POT1:_Protection_of_telomeres_protein_1_(Gallus_gallus)",7502,1.09768,1.25341,0,0.783696666666667,-0.351632734138366
"chr7","EviAnn","gene",89955399,89961540,".","+",".","LOC_00020198","geneID=LOC_00020198","protein_coding","LINE-1_retrotransposable_element_ORF2_protein_(Homo_sapiens)",2160,15.2027,6.13945,13.0114,11.4511833333333,3.51742478499304
"chr7","EviAnn","gene",90138971,90146581,".","-",".","LOC_00020199","geneID=LOC_00020199","protein_coding","ERV3-1:_Endogenous_retrovirus_group_3_member_1_Env_polyprotein_(Homo_sapiens)",2515,2.9622,1.33466,3.18605,2.49430333333333,1.31863692261956
"chr7","EviAnn","gene",92533092,92559119,".","-",".","LOC_00020202","geneID=LOC_00020202","protein_coding","ZNF800:_Zinc_finger_protein_800_(Homo_sapiens)",4754.25,0,4.68208,0,1.56069333333333,0.64218708443728
"chr7","EviAnn","gene",93470428,93510581,".","+",".","LOC_00020208","geneID=LOC_00020208","protein_coding","HDAC10:_Polyamine_deacetylase_HDAC10_(Homo_sapiens)",5602.4,57.3451,47.4133,77.081,60.6131333333333,5.92155851799172
"chr7","EviAnn","gene",93512892,93556545,".","+",".","LOC_00020209","geneID=LOC_00020209","protein_coding","Tubgcp6:_Gamma-tubulin_complex_component_6_(Mus_musculus)",10693.2,26.5814,34.2903,17.9724,26.2813666666667,4.71596839459466
"chr7","EviAnn","gene",93574387,93584106,".","-",".","LOC_00020210","geneID=LOC_00020210","protein_coding","SELENOO:_Protein_adenylyltransferase_SelO,_mitochondrial_(Homo_sapiens)",4222,4.97666,0,1.19843,2.05836333333333,1.04149766295713
"chr7","EviAnn","gene",93587315,93627916,".","-",".","LOC_00020212","geneID=LOC_00020212","protein_coding","Trabd:_TraB_domain-containing_protein_(Mus_musculus)",3848.46,163.447,107.403,49.6628,106.8376,6.73927566252092
"chr7","EviAnn","gene",95564121,95570135,".","+",".","LOC_00020220","geneID=LOC_00020220","protein_coding","PIM3:_Serine/threonine-protein_kinase_pim-3_(Coturnix_japonica)",3216,2.65249,3.82374,3.19151,3.22258,1.68821617369032
"chr7","EviAnn","gene",95969780,96001046,".","-",".","LOC_00020221","geneID=LOC_00020221","protein_coding","creld2-a:_Cysteine-rich_with_EGF-like_domain_protein_2-A_(Xenopus_laevis)",3058,2.09897,6.1442,10.1005,6.11455666666667,2.61224790055353
"chr7","EviAnn","gene",96001729,96036897,".","+",".","LOC_00020222","geneID=LOC_00020222","protein_coding","Alg12:_Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol_alpha-1,6-mannosyltransferase_(Mus_musculus)",8246.84,95.9771,68.1684,111.395,91.8468333333333,6.52115807628875
"chr7","EviAnn","gene",96025809,96061615,".","-",".","LOC_00020223","geneID=LOC_00020223","protein_coding","ZBED4:_Zinc_finger_BED_domain-containing_protein_4_(Homo_sapiens)",7739.96,106.553,56.8373,80.0389,81.1430666666667,6.34239592271115
"chr7","EviAnn","gene",96068271,96109074,".","+",".","LOC_00020224","geneID=LOC_00020224","protein_coding","Brd1:_Bromodomain-containing_protein_1_(Mus_musculus)",10185,4.81815,6.5549,4.0713,5.14811666666667,2.3640447482972
"chr7","EviAnn","gene",101215106,101286795,".","+",".","LOC_00020229","geneID=LOC_00020229","protein_coding","CERK:_Ceramide_kinase_(Homo_sapiens)",5088.38,19.0355,8.32959,15.2999,14.2216633333333,3.83001830403704
"chr7","EviAnn","gene",101271746,101284706,".","+",".","LOC_00020230","geneID=LOC_00020230","protein_coding","function_unknown",6783,7.10128,5.5886,0,4.22996,2.08064402077442
"chr7","EviAnn","gene",101600516,101839718,".","+",".","LOC_00020233","geneID=LOC_00020233","protein_coding","Celsr1:_Cadherin_EGF_LAG_seven-pass_G-type_receptor_1_(Mus_musculus)",10611,4.23608,0.255269,1.62494,2.038763,1.02769407618951
"chr7","EviAnn","gene",101852551,101877207,".","-",".","LOC_00020234","geneID=LOC_00020234","protein_coding","TRMU:_Mitochondrial_tRNA-specific_2-thiouridylase_1_(Homo_sapiens)",2200.35,22.9576,32.6664,16.1542,23.9260666666667,4.58051133894691
"chr7","EviAnn","gene",101880073,101895043,".","-",".","LOC_00020235","geneID=LOC_00020235","protein_coding","GTSE1:_G2_and_S_phase-expressed_protein_1_(Homo_sapiens)",3310.16,78.4594,25.8139,36.8902,47.0545,5.55626079482823
"chr7","EviAnn","gene",101931487,101953132,".","+",".","LOC_00020237","geneID=LOC_00020237","protein_coding","ALG10:_Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol_alpha-1,2-glucosyltransferase_(Homo_sapiens)",16588.8,1.86845,2.77324,1.84292,2.16153666666667,1.11205730922456
"chr7","EviAnn","gene",102169787,102267972,".","-",".","LOC_00020238","geneID=LOC_00020238","protein_coding","CPNE8:_Copine-8_(Homo_sapiens)",5727,0,3.04869,1.47834,1.50901,0.593602366436237
"chr7","EviAnn","gene",102291238,102296853,".","-",".","LOC_00020239","geneID=LOC_00020239","protein_coding","function_unknown",4552,45.5415,15.9249,29.9142,30.4602,4.92885350940006
"chr7","EviAnn","gene",102495213,102635009,".","-",".","LOC_00020241","geneID=LOC_00020241","protein_coding","KIF21A:_Kinesin-like_protein_KIF21A_(Homo_sapiens)",6106,0.339177,0.391529,0.817311,0.516005666666667,-0.954541185775638
"chr7","EviAnn","gene",102701164,102758581,".","-",".","LOC_00020242","geneID=LOC_00020242","protein_coding","ABCD2:_ATP-binding_cassette_sub-family_D_member_2_(Homo_sapiens)",2471.67,0,0.830788,0,0.276929333333333,-1.85241021773304
"chr7","EviAnn","gene",102811592,103012091,".","-",".","LOC_00020244","geneID=LOC_00020244","protein_coding","SLC2A13:_Proton_myo-inositol_cotransporter_(Homo_sapiens)",14188.3,1.15007,8.04682,13.8764,7.69109666666667,2.9431893254637
"chr7","EviAnn","gene",103110064,103234446,".","+",".","LOC_00020245","geneID=LOC_00020245","protein_coding","LRRK2:_Leucine-rich_repeat_serine/threonine-protein_kinase_2_(Homo_sapiens)",7441,0.830188,0,0,0.276729333333333,-1.85345251703439
"chr7","EviAnn","gene",103478307,103572562,".","+",".","LOC_00020249","geneID=LOC_00020249","protein_coding","LAMB1:_Laminin_subunit_beta-1_(Homo_sapiens)",5805,3.5736,1.23749,3.01371,2.60826666666667,1.3830913768582
"chr7","EviAnn","gene",103702293,103745115,".","-",".","LOC_00020252","geneID=LOC_00020252","protein_coding","CBLL1:_E3_ubiquitin-protein_ligase_Hakai_(Homo_sapiens)",11067.2,10.884,16.2997,13.7591,13.6476,3.77057536306351
"chr7","EviAnn","gene",103731030,103773437,".","+",".","LOC_00020253","geneID=LOC_00020253","protein_coding","DUS4L:_tRNA-dihydrouridine(20a/20b)_synthase_[NAD(P)+]-like_(Homo_sapiens)",1978.44,349.19,287.989,366.403,334.527333333333,8.38598028420917
"chr7","EviAnn","gene",103828161,104066398,".","+",".","LOC_00020255","geneID=LOC_00020255","protein_coding","COG5:_Conserved_oligomeric_Golgi_complex_subunit_5_(Homo_sapiens)",3759,486.329,495.519,521.787,501.211666666667,8.96927618633045
"chr7","EviAnn","gene",103861254,103920570,".","-",".","LOC_00020256","geneID=LOC_00020256","protein_coding","GPR22:_G-protein_coupled_receptor_22_(Homo_sapiens)",46909.5,195.72,107.466,102.628,135.271333333333,7.07971232591298
"chr7","EviAnn","gene",104065637,104088245,".","-",".","LOC_00020257","geneID=LOC_00020257","protein_coding","HBP1:_HMG_box-containing_protein_1_(Homo_sapiens)",2697,56.829,20.906,33.6878,37.1409333333333,5.21493816483094
"chr7","EviAnn","gene",104068388,104088199,".","-",".","LOC_00020258","geneID=LOC_00020258","protein_coding","CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)",8264,23.4096,10.7996,18.7684,17.6592,4.14234808214468
"chr7","EviAnn","gene",104092130,104164616,".","-",".","LOC_00020259","geneID=LOC_00020259","protein_coding","PRKAR2B:_cAMP-dependent_protein_kinase_type_II-beta_regulatory_subunit_(Homo_sapiens)",5730,77.1481,19.2314,31.8535,42.7443333333333,5.41766126778
"chr7","EviAnn","gene",104180159,104222584,".","-",".","LOC_00020260","geneID=LOC_00020260","protein_coding","PIK3CG:_Phosphatidylinositol_4,5-bisphosphate_3-kinase_catalytic_subunit_gamma_isoform_(Sus_scrofa)",2941,3.64707,3.36414,0.634908,2.548706,1.34976496425669
"chr7","EviAnn","gene",104265993,104268048,".","+",".","LOC_00020261","geneID=LOC_00020261","protein_coding","CCDC71L:_Coiled-coil_domain-containing_protein_71L_(Homo_sapiens)",2056,2.15076,1.23868,0,1.12981333333333,0.17608443164925
"chr7","EviAnn","gene",104563828,104660567,".","+",".","LOC_00020266","geneID=LOC_00020266","protein_coding","ATXN7L1:_Ataxin-7-like_protein_1_(Homo_sapiens)",7767.68,850.838,679.557,373.122,634.505666666667,9.30948923837285
"chr7","EviAnn","gene",104600331,104693151,".","-",".","LOC_00020268","geneID=LOC_00020268","protein_coding","RINT1:_RAD50-interacting_protein_1_(Homo_sapiens)",41351,349.475,323.907,310.288,327.89,8.35706809281584
"chr7","EviAnn","gene",104660671,104667279,".","+",".","LOC_00020267","geneID=LOC_00020267","protein_coding","EFCAB10:_EF-hand_calcium-binding_domain-containing_protein_10_(Homo_sapiens)",917,218.044,129.705,82.3005,143.349833333333,7.16339641699486
"chr7","EviAnn","gene",104693249,104733014,".","-",".","LOC_00020269","geneID=LOC_00020269","protein_coding","PUS7:_Pseudouridylate_synthase_7_homolog_(Homo_sapiens)",8553.52,252.259,178.856,225.693,218.936,7.77436538847446
"chr7","EviAnn","gene",104757500,104902598,".","+",".","LOC_00020270","geneID=LOC_00020270","protein_coding","SRPK2:_SRSF_protein_kinase_2_(Homo_sapiens)",3685,1.14827,3.14441,2.84966,2.38078,1.25143431209369
"chr7","EviAnn","gene",104904468,104985567,".","-",".","LOC_00020271","geneID=LOC_00020271","protein_coding","KMT2E:_Inactive_histone-lysine_N-methyltransferase_2E_(Homo_sapiens)",15753.8,13.0322,14.1978,9.1121,12.1140333333333,3.59860738115846
"chr7","EviAnn","gene",105041550,105389857,".","-",".","LOC_00020273","geneID=LOC_00020273","protein_coding","LHFPL3:_LHFPL_tetraspan_subfamily_member_3_protein_(Homo_sapiens)",1491,0,5.36375,0,1.78791666666667,0.838279495252505
"chr7","EviAnn","gene",105042197,106191347,".","-",".","LOC_00020272","geneID=LOC_00020272","protein_coding","F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)",570,21.07,0,38.2,19.7566666666667,4.30426765167173
"chr7","EviAnn","gene",105644364,106074160,".","+",".","LOC_00020275","geneID=LOC_00020275","protein_coding","RELN:_Reelin_(Homo_sapiens)",11571,2.4683,1.22171,2.33825,2.00942,1.0067791412679
"chr7","EviAnn","gene",106074271,106127952,".","+",".","LOC_00020277","geneID=LOC_00020277","protein_coding","SLC26A5:_Prestin_(Gallus_gallus)",8215.49,51.9998,32.9543,46.6599,43.8713333333333,5.45520664815941
"chr7","EviAnn","gene",106127919,106142069,".","-",".","LOC_00020278","geneID=LOC_00020278","protein_coding","psmc2:_26S_proteasome_regulatory_subunit_7_(Xenopus_laevis)",3918.33,19.9135,21.5132,18.4088,19.9451666666667,4.31796727387367
"chr7","EviAnn","gene",106142111,106165292,".","+",".","LOC_00020279","geneID=LOC_00020279","protein_coding","Dnajc2:_DnaJ_homolog_subfamily_C_member_2_(Rattus_norvegicus)",3842.7,41.9151,39.1101,24.8356,35.2869333333333,5.141062150762
"chr7","EviAnn","gene",106165411,106183046,".","-",".","LOC_00020280","geneID=LOC_00020280","protein_coding","PMPCB:_Mitochondrial-processing_peptidase_subunit_beta_(Homo_sapiens)",3215,106.779,76.3122,81.2424,88.1112,6.46125350969099
"chr7","EviAnn","gene",106190663,106196692,".","+",".","LOC_00020281","geneID=LOC_00020281","protein_coding","function_unknown",4862,43.2225,29.2978,32.6591,35.0598,5.13174586109801
"chr7","EviAnn","gene",106213391,106247962,".","+",".","LOC_00020282","geneID=LOC_00020282","protein_coding","Napepld:_N-acyl-phosphatidylethanolamine-hydrolyzing_phospholipase_D_(Rattus_norvegicus)",6005.25,20.2387,26.5378,27.2742,24.6835666666667,4.62547896751632
"chr7","EviAnn","gene",106213403,106247845,".","+",".","LOC_00020283","geneID=LOC_00020283","protein_coding","function_unknown",5238,57.5871,32.3201,43.7332,44.5468,5.477249894986
"chr7","EviAnn","gene",106247836,106265319,".","-",".","LOC_00020284","geneID=LOC_00020284","protein_coding","ARMC10:_Armadillo_repeat-containing_protein_10_(Homo_sapiens)",2967.92,132.911,150.971,131.052,138.311333333333,7.11177556660941
"chr7","EviAnn","gene",106341654,106378003,".","-",".","LOC_00020286","geneID=LOC_00020286","protein_coding","LRRC17:_Leucine-rich_repeat-containing_protein_17_(Homo_sapiens)",2010,2.20512,3.80967,1.32418,2.44632333333333,1.29061509910985
"chr7","EviAnn","gene",106431650,106505285,".","-",".","LOC_00020287","geneID=LOC_00020287","protein_coding","FAM185A:_Protein_FAM185A_(Homo_sapiens)",2090,2.11227,0,1.02311,1.04512666666667,0.0636778038348722
"chr7","EviAnn","gene",106505367,106602560,".","+",".","LOC_00020288","geneID=LOC_00020288","protein_coding","CCDC146:_Coiled-coil_domain-containing_protein_146_(Homo_sapiens)",3336,14.0322,6.62068,17.653,12.7686266666667,3.67453145878975
"chr7","EviAnn","gene",106540734,106552855,".","-",".","LOC_00020289","geneID=LOC_00020289","protein_coding","FGL2:_Fibroleukin_(Homo_sapiens)",6084,75.7532,44.4948,50.4898,56.9126,5.83067618406489
"chr7","EviAnn","gene",106651257,106667950,".","-",".","LOC_00020291","geneID=LOC_00020291","protein_coding","function_unknown",3958.5,0,0.572937,2.07259,0.881842333333333,-0.18140735889073
"chr7","EviAnn","gene",106729227,106837587,".","+",".","LOC_00020292","geneID=LOC_00020292","protein_coding","PTPN12:_Tyrosine-protein_phosphatase_non-receptor_type_12_(Homo_sapiens)",24916.8,1761.79,1196.98,1855.34,1604.70333333333,10.6480908909884
"chr7","EviAnn","gene",106837744,106902511,".","+",".","LOC_00020293","geneID=LOC_00020293","protein_coding","RSBN1L:_Lysine-specific_demethylase_RSBN1L_(Homo_sapiens)",28176.4,201.038,140.921,104.832,148.930333333333,7.21849381402846
