Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_10	rna_16	rna_KI01
chr6	EviAnn	gene	113228563	113245038	.	+	.	LOC_00018200	geneID=LOC_00018200	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1348	0	1.99224	0
chr6	EviAnn	gene	113254784	113255683	.	+	.	LOC_00018201	geneID=LOC_00018201	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	900	0	0	0
chr6	EviAnn	gene	113296576	113298731	.	-	.	LOC_00018202	geneID=LOC_00018202	protein_coding	function_unknown	848	0	0	0
chr6	EviAnn	gene	113412265	113413164	.	+	.	LOC_00018203	geneID=LOC_00018203	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	900	0	0	0
chr6	EviAnn	gene	113421947	113434536	.	-	.	LOC_00018204	geneID=LOC_00018204	protein_coding	function_unknown	2580.33	0	0	0
chr6	EviAnn	gene	113546587	113561683	.	+	.	LOC_00018205	geneID=LOC_00018205	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1753.5	0	0	3.36991
chr6	EviAnn	gene	113704447	113716759	.	+	.	LOC_00018206	geneID=LOC_00018206	protein_coding	Vmn2r116:_Vomeronasal_type-2_receptor_116_(Mus_musculus)	2546	0	0	0
chr6	EviAnn	gene	113719330	113746353	.	+	.	LOC_00018207	geneID=LOC_00018207	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2562	0	0	0
chr6	EviAnn	gene	113770893	113771789	.	+	.	LOC_00018208	geneID=LOC_00018208	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	897	0	0	0
chr6	EviAnn	gene	114098041	114118981	.	+	.	LOC_00018209	geneID=LOC_00018209	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2085	3.17676	0	0
chr6	EviAnn	gene	114125289	114148109	.	+	.	LOC_00018210	geneID=LOC_00018210	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2451	0.887498	0	0
chr6	EviAnn	gene	114294388	114302850	.	+	.	LOC_00018211	geneID=LOC_00018211	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2076	0	0	0
chr6	EviAnn	gene	114315473	114323385	.	-	.	LOC_00018212	geneID=LOC_00018212	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2076	0	0	0
chr6	EviAnn	gene	114353669	114371161	.	-	.	LOC_00018213	geneID=LOC_00018213	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2058	0	0	0
chr6	EviAnn	gene	114426816	114538419	.	+	.	LOC_00018214	geneID=LOC_00018214	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2112	0	0	0
chr6	EviAnn	gene	114446300	114487409	.	-	.	LOC_00018215	geneID=LOC_00018215	protein_coding	function_unknown	971	0	0	0
chr6	EviAnn	gene	114475291	114538441	.	+	.	LOC_00018217	geneID=LOC_00018217	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1253	0	0	0
chr6	EviAnn	gene	114502065	114511074	.	+	.	LOC_00018216	geneID=LOC_00018216	protein_coding	CASR:_Extracellular_calcium-sensing_receptor_(Sus_scrofa)	2424	0	0	0
chr6	EviAnn	gene	114559133	114567303	.	+	.	LOC_00018218	geneID=LOC_00018218	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2082	0	0	0
chr6	EviAnn	gene	114624461	114646228	.	+	.	LOC_00018219	geneID=LOC_00018219	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2178	0	0	0
chr6	EviAnn	gene	114749076	114812104	.	+	.	LOC_00018220	geneID=LOC_00018220	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2634	0	0	0
chr6	EviAnn	gene	114783749	114786271	.	-	.	LOC_00018221	geneID=LOC_00018221	protein_coding	function_unknown	1336	0	0	0
chr6	EviAnn	gene	114872589	114932006	.	+	.	LOC_00018222	geneID=LOC_00018222	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2634	0	0	0
chr6	EviAnn	gene	114992493	115053085	.	+	.	LOC_00018223	geneID=LOC_00018223	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2634	0	0	0
chr6	EviAnn	gene	115057555	115117568	.	+	.	LOC_00018224	geneID=LOC_00018224	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2564	0	0	0
chr6	EviAnn	gene	115122410	115142659	.	+	.	LOC_00018225	geneID=LOC_00018225	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2664	0	0	0
chr6	EviAnn	gene	115261427	115268281	.	+	.	LOC_00018226	geneID=LOC_00018226	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2076	0	0	0
chr6	EviAnn	gene	115332082	115338701	.	+	.	LOC_00018227	geneID=LOC_00018227	protein_coding	function_unknown	719	70.8463	33.7709	117.255
chr6	EviAnn	gene	115414573	115415304	.	-	.	LOC_00018228	geneID=LOC_00018228	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	115415588	115416085	.	+	.	LOC_00018229	geneID=LOC_00018229	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	115426206	115429897	.	-	.	LOC_00018230	geneID=LOC_00018230	protein_coding	adat3:_Probable_inactive_tRNA-specific_adenosine_deaminase-like_protein_3_(Danio_rerio)	1516	1.51335	1.74093	0
chr6	EviAnn	gene	115430188	115452703	.	+	.	LOC_00018231	geneID=LOC_00018231	protein_coding	DNAJC3:_DnaJ_homolog_subfamily_C_member_3_(Bos_taurus)	9622	27.5266	21.4806	29.7544
chr6	EviAnn	gene	115451186	115469586	.	-	.	LOC_00018232	geneID=LOC_00018232	protein_coding	CLDN15:_Claudin-15_(Bos_taurus)	2532	10.2816	3.95019	9.27072
chr6	EviAnn	gene	115469801	115519810	.	-	.	LOC_00018233	geneID=LOC_00018233	protein_coding	Fis1:_Mitochondrial_fission_1_protein_(Mus_musculus)	26437	0.764485	0.441583	0.46105
chr6	EviAnn	gene	115519953	115528273	.	+	.	XLOC_017278U_lncRNA	geneID=XLOC_017278U_lncRNA	lncRNA	function_unknown	8127	0.252811	0.875721	0.914125
chr6	EviAnn	gene	115556576	115573778	.	-	.	LOC_00018234	geneID=LOC_00018234	protein_coding	ST8SIA6:_Alpha-2,8-sialyltransferase_8F_(Homo_sapiens)	2060	1.07308	1.23604	0
chr6	EviAnn	gene	115602823	115662469	.	-	.	LOC_00018235	geneID=LOC_00018235	protein_coding	ST8SIA6:_Alpha-2,8-sialyltransferase_8F_(Homo_sapiens)	2196.33	0	0	0
chr6	EviAnn	gene	115680184	115704023	.	-	.	LOC_00018236	geneID=LOC_00018236	protein_coding	ST8SIA6:_Alpha-2,8-sialyltransferase_8F_(Homo_sapiens)	2441.5	0	0	0
chr6	EviAnn	gene	115708105	115741807	.	-	.	LOC_00018237	geneID=LOC_00018237	protein_coding	ST8SIA6:_Alpha-2,8-sialyltransferase_8F_(Homo_sapiens)	2024	0	1.26023	0
chr6	EviAnn	gene	115747205	115763580	.	-	.	LOC_00018238	geneID=LOC_00018238	protein_coding	ZNHIT1:_Zinc_finger_HIT_domain-containing_protein_1_(Homo_sapiens)	1671	1.35495	0	0
chr6	EviAnn	gene	115765309	115800732	.	+	.	LOC_00018239	geneID=LOC_00018239	protein_coding	Plod3:_Multifunctional_procollagen_lysine_hydroxylase_and_glycosyltransferase_LH3_(Rattus_norvegicus)	3946.5	0	0.757254	0.790065
chr6	EviAnn	gene	115801026	115867395	.	-	.	LOC_00018240	geneID=LOC_00018240	protein_coding	ARHGEF15:_Rho_guanine_nucleotide_exchange_factor_15_(Homo_sapiens)	4774	9.19246	11.1134	2.10874
chr6	EviAnn	gene	115891608	115962050	.	+	.	LOC_00018241	geneID=LOC_00018241	protein_coding	HDLBP:_Vigilin_(Homo_sapiens)	2410	3.28713	3.61529	4.22679
chr6	EviAnn	gene	115968206	115974888	.	+	.	LOC_00018242	geneID=LOC_00018242	protein_coding	Slc25a35:_Solute_carrier_family_25_member_35_(Mus_musculus)	1095	11.0872	10.1826	2.65082
chr6	EviAnn	gene	115971356	115997229	.	-	.	LOC_00018243	geneID=LOC_00018243	protein_coding	rangrf:_Ran_guanine_nucleotide_release_factor_(Danio_rerio)	2775.89	54.245	36.3015	32.453
chr6	EviAnn	gene	115998731	116024303	.	+	.	LOC_00018244	geneID=LOC_00018244	protein_coding	ZP2:_Zona_pellucida_sperm-binding_protein_2_(Macaca_radiata)	2376	0	0	0
chr6	EviAnn	gene	116033657	116065482	.	+	.	LOC_00018245	geneID=LOC_00018245	protein_coding	PFAS:_Phosphoribosylformylglycinamidine_synthase_(Homo_sapiens)	4433	0	0	0.569472
chr6	EviAnn	gene	116074820	116075353	.	-	.	LOC_00018246	geneID=LOC_00018246	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	116077516	116078020	.	-	.	LOC_00018247	geneID=LOC_00018247	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	116078324	116079377	.	+	.	LOC_00018248	geneID=LOC_00018248	protein_coding	H2B-I:_Histone_H2B_1/2/3/4/6_(Gallus_gallus)	825.5	0	5.49556	0
chr6	EviAnn	gene	116079155	116126182	.	+	.	LOC_00018252	geneID=LOC_00018252	protein_coding	Histone_H3_(Urechis_caupo)	1702.7	13.8692	19.683	5.68632
chr6	EviAnn	gene	116103154	116104159	.	+	.	LOC_00018249	geneID=LOC_00018249	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	116118387	116118755	.	-	.	LOC_00018250	geneID=LOC_00018250	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	116118479	116119690	.	+	.	LOC_00018251	geneID=LOC_00018251	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	116150174	116160649	.	-	.	LOC_00018253	geneID=LOC_00018253	protein_coding	Histone_H2A-IV_(Gallus_gallus)	9342	16.9886	24.7056	23.1387
chr6	EviAnn	gene	116160867	116164276	.	+	.	LOC_00018254	geneID=LOC_00018254	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	116164447	116183792	.	-	.	XLOC_018107U_lncRNA	geneID=XLOC_018107U_lncRNA	lncRNA	function_unknown	16106	46.9279	112.079	68.8947
chr6	EviAnn	gene	116164447	116194342	.	-	.	LOC_00018258	geneID=LOC_00018258	protein_coding	TGas006m08.1:_Histone_H4_(Xenopus_tropicalis)	15571	133.687	254.256	185.609
chr6	EviAnn	gene	116164450	116164845	.	+	.	LOC_00018255	geneID=LOC_00018255	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	116184674	116188634	.	+	.	LOC_00018256	geneID=LOC_00018256	protein_coding	H2B-VII:_Histone_H2B_7_(Gallus_gallus)	3534.65	128.18	78.9031	124.188
chr6	EviAnn	gene	116184971	116194332	.	-	.	LOC_00018257	geneID=LOC_00018257	protein_coding	H2B-I:_Histone_H2B_1/2/3/4/6_(Gallus_gallus)	7006	109.916	296.254	201.931
chr6	EviAnn	gene	116198311	116217928	.	-	.	LOC_00018259	geneID=LOC_00018259	protein_coding	Hnrnpc:_Heterogeneous_nuclear_ribonucleoproteins_C1/C2_(Mus_musculus)	2373.31	3.67633	1.57212	8.05833
chr6	EviAnn	gene	116227922	116228938	.	-	.	LOC_00018260	geneID=LOC_00018260	protein_coding	GPR4:_G-protein_coupled_receptor_4_(Sus_scrofa)	1017	2.42661	0	2.89835
chr6	EviAnn	gene	116268394	116297102	.	+	.	LOC_00018261	geneID=LOC_00018261	protein_coding	RPGRIP1:_X-linked_retinitis_pigmentosa_GTPase_regulator-interacting_protein_1_(Bos_taurus)	2979	0.719475	0	0
chr6	EviAnn	gene	116301698	116323722	.	-	.	LOC_00018262	geneID=LOC_00018262	protein_coding	SUPT16H:_FACT_complex_subunit_SPT16_(Homo_sapiens)	5665	3.74549	6.66711	3.48992
chr6	EviAnn	gene	116327179	116397095	.	-	.	LOC_00018263	geneID=LOC_00018263	protein_coding	Chd8:_Chromodomain-helicase-DNA-binding_protein_8_(Mus_musculus)	10325	0.791932	1.09564	0.716039
chr6	EviAnn	gene	116385262	116397034	.	-	.	XLOC_018118U_lncRNA	geneID=XLOC_018118U_lncRNA	lncRNA	function_unknown	11507	0.177304	0.614307	0.213769
chr6	EviAnn	gene	116399118	116420491	.	-	.	LOC_00018264	geneID=LOC_00018264	protein_coding	RAB2:_Ras-related_protein_Rab-2_(Lymnaea_stagnalis)	1783.93	31.4738	24.8088	23.4547
chr6	EviAnn	gene	116420176	116444090	.	+	.	LOC_00018265	geneID=LOC_00018265	protein_coding	TOX4:_TOX_high_mobility_group_box_family_member_4_(Pongo_abelii)	3945.36	30.4567	78.0197	25.5116
chr6	EviAnn	gene	116444121	116458350	.	-	.	LOC_00018266	geneID=LOC_00018266	protein_coding	METTL3:_N(6)-adenosine-methyltransferase_catalytic_subunit_METTL3_(Homo_sapiens)	2617	229.022	178.219	206.778
chr6	EviAnn	gene	116463649	116474468	.	-	.	LOC_00018267	geneID=LOC_00018267	protein_coding	SALL2:_Sal-like_protein_2_(Homo_sapiens)	3537.71	2.39758	1.52047	2.06808
chr6	EviAnn	gene	116508870	116508977	.	+	.	LOC_00018268	geneID=LOC_00018268	protein_coding	function_unknown	108	0	0	0
chr6	EviAnn	gene	116516863	116517801	.	+	.	LOC_00018269	geneID=LOC_00018269	protein_coding	Or4e2:_Olfactory_receptor_4E2_(Mus_musculus)	939	0	0	0
chr6	EviAnn	gene	116526960	116527901	.	-	.	LOC_00018270	geneID=LOC_00018270	protein_coding	OR4E1:_Olfactory_receptor_4E1_(Homo_sapiens)	942	0	0	0
chr6	EviAnn	gene	116541845	116542816	.	-	.	LOC_00018271	geneID=LOC_00018271	protein_coding	OR4E1:_Olfactory_receptor_4E1_(Homo_sapiens)	972	0	0	0
chr6	EviAnn	gene	116562768	116563679	.	+	.	LOC_00018272	geneID=LOC_00018272	protein_coding	Or10d3:_Olfactory_receptor_10D3_(Mus_musculus)	912	0	0	0
chr6	EviAnn	gene	116570964	116571887	.	+	.	LOC_00018273	geneID=LOC_00018273	protein_coding	OR10G6:_Olfactory_receptor_10G6_(Homo_sapiens)	924	0	0	0
chr6	EviAnn	gene	116591024	116591947	.	-	.	LOC_00018274	geneID=LOC_00018274	protein_coding	OR10G6:_Olfactory_receptor_10G6_(Homo_sapiens)	924	0	3.13362	0
chr6	EviAnn	gene	116602135	116603076	.	-	.	LOC_00018275	geneID=LOC_00018275	protein_coding	OR10G6:_Olfactory_receptor_10G6_(Homo_sapiens)	942	2.66848	0	0
chr6	EviAnn	gene	116608086	116609012	.	-	.	LOC_00018276	geneID=LOC_00018276	protein_coding	OR10G6:_Olfactory_receptor_10G6_(Homo_sapiens)	927	0	0	0
chr6	EviAnn	gene	116616455	116617381	.	-	.	LOC_00018277	geneID=LOC_00018277	protein_coding	OR10G6:_Olfactory_receptor_10G6_(Homo_sapiens)	927	0	0	0
chr6	EviAnn	gene	116624197	116625123	.	-	.	LOC_00018278	geneID=LOC_00018278	protein_coding	OR10G6:_Olfactory_receptor_10G6_(Homo_sapiens)	NA	NA	NA	NA
chr6	EviAnn	gene	116632566	116633492	.	-	.	LOC_00018279	geneID=LOC_00018279	protein_coding	OR10G6:_Olfactory_receptor_10G6_(Homo_sapiens)	NA	NA	NA	NA
chr6	EviAnn	gene	116640309	116641235	.	-	.	LOC_00018280	geneID=LOC_00018280	protein_coding	OR10G6:_Olfactory_receptor_10G6_(Homo_sapiens)	927	0	0	0
chr6	EviAnn	gene	116652225	116653190	.	-	.	LOC_00018281	geneID=LOC_00018281	protein_coding	OR10G9:_Olfactory_receptor_10G9_(Homo_sapiens)	966	0	0	0
chr6	EviAnn	gene	116662103	116663026	.	+	.	LOC_00018282	geneID=LOC_00018282	protein_coding	OR10G4:_Olfactory_receptor_10G4_(Homo_sapiens)	924	0	0	0
chr6	EviAnn	gene	116668653	116669567	.	+	.	LOC_00018283	geneID=LOC_00018283	protein_coding	OR10G4:_Olfactory_receptor_10G4_(Homo_sapiens)	915	0	0	0
chr6	EviAnn	gene	116672628	116677266	.	-	.	XLOC_018129U_lncRNA	geneID=XLOC_018129U_lncRNA	lncRNA	function_unknown	338	0	0	0
chr6	EviAnn	gene	116685100	116686038	.	+	.	LOC_00018284	geneID=LOC_00018284	protein_coding	OR10G6:_Olfactory_receptor_10G6_(Homo_sapiens)	939	0	0	0
chr6	EviAnn	gene	116696328	116697272	.	+	.	LOC_00018285	geneID=LOC_00018285	protein_coding	OR10G7:_Olfactory_receptor_10G7_(Homo_sapiens)	945	0	0	0
chr6	EviAnn	gene	116755243	116756574	.	+	.	LOC_00018286	geneID=LOC_00018286	protein_coding	TRAV1-1:_T_cell_receptor_alpha_variable_1-1_(Homo_sapiens)	795	0	0	0
chr6	EviAnn	gene	116796754	116808123	.	-	.	LOC_00018287	geneID=LOC_00018287	protein_coding	NXPE2:_NXPE_family_member_2_(Homo_sapiens)	1781	2.52253	1.45201	0
chr6	EviAnn	gene	116914954	116917200	.	+	.	LOC_00018288	geneID=LOC_00018288	protein_coding	TRAV18:_T_cell_receptor_alpha_variable_18_(Homo_sapiens)	656	0	0	0
chr6	EviAnn	gene	116964112	116965237	.	+	.	LOC_00018289	geneID=LOC_00018289	protein_coding	T-cell_receptor_alpha_chain_V_region_CTL-F3_(Mus_musculus)	495	0	0	0
chr6	EviAnn	gene	117184147	117187253	.	+	.	LOC_00018290	geneID=LOC_00018290	protein_coding	TRAV18:_T_cell_receptor_alpha_variable_18_(Homo_sapiens)	1921	0	0	1.39194
chr6	EviAnn	gene	117191175	117192809	.	+	.	LOC_00018291	geneID=LOC_00018291	protein_coding	T-cell_receptor_alpha_chain_V_region_RL-5_(Oryctolagus_cuniculus)	932	0	0	0
chr6	EviAnn	gene	117207152	117209659	.	+	.	XLOC_017305U_lncRNA	geneID=XLOC_017305U_lncRNA	lncRNA	function_unknown	568	0	0	0
chr6	EviAnn	gene	117212232	117212315	.	+	.	LOC_00018292	geneID=LOC_00018292	protein_coding	function_unknown	84	0	0	0
chr6	EviAnn	gene	117231610	117231693	.	+	.	LOC_00018293	geneID=LOC_00018293	protein_coding	function_unknown	84	0	0	0
chr6	EviAnn	gene	117256078	117348427	.	+	.	LOC_00018294	geneID=LOC_00018294	protein_coding	TRA:_T_cell_receptor_alpha_chain_MC.7.G5_(Homo_sapiens)	591	0	0	0
chr6	EviAnn	gene	117359100	117363951	.	-	.	LOC_00018295	geneID=LOC_00018295	protein_coding	DAD1:_Dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit_DAD1_(Gallus_gallus)	854.667	0	10.911	22.6239
chr6	EviAnn	gene	117367792	117392091	.	+	.	LOC_00018296	geneID=LOC_00018296	protein_coding	Abhd4:_(Lyso)-N-acylphosphatidylethanolamine_lipase_(Mus_musculus)	3284	0	0	0.780388
chr6	EviAnn	gene	117420219	117421207	.	+	.	LOC_00018297	geneID=LOC_00018297	protein_coding	OR6J1:_Olfactory_receptor_6J1_(Homo_sapiens)	989	0	0	0
chr6	EviAnn	gene	117440880	117441836	.	+	.	LOC_00018298	geneID=LOC_00018298	protein_coding	OR6J1:_Olfactory_receptor_6J1_(Homo_sapiens)	957	0	0	0
chr6	EviAnn	gene	117464502	117465458	.	+	.	LOC_00018299	geneID=LOC_00018299	protein_coding	OR6J1:_Olfactory_receptor_6J1_(Homo_sapiens)	957	0	0	0
chr6	EviAnn	gene	117487450	117488394	.	-	.	LOC_00018300	geneID=LOC_00018300	protein_coding	Or6e1:_Olfactory_receptor_6E1_(Mus_musculus)	945	0	0	3.17152
chr6	EviAnn	gene	117497933	117498883	.	-	.	LOC_00018301	geneID=LOC_00018301	protein_coding	Or6e1:_Olfactory_receptor_6E1_(Mus_musculus)	951	0	0	0
chr6	EviAnn	gene	117503813	117504757	.	-	.	LOC_00018302	geneID=LOC_00018302	protein_coding	Or6e1:_Olfactory_receptor_6E1_(Mus_musculus)	945	0	0	0
chr6	EviAnn	gene	117524598	117527204	.	+	.	LOC_00018303	geneID=LOC_00018303	protein_coding	Or6e1:_Olfactory_receptor_6E1_(Mus_musculus)	1199	0	0	0
chr6	EviAnn	gene	117530512	117531453	.	-	.	LOC_00018304	geneID=LOC_00018304	protein_coding	Or6e1:_Olfactory_receptor_6E1_(Mus_musculus)	942	0	0	0
chr6	EviAnn	gene	117554713	117555654	.	-	.	LOC_00018305	geneID=LOC_00018305	protein_coding	Or6e1:_Olfactory_receptor_6E1_(Mus_musculus)	942	0	0	0
chr6	EviAnn	gene	117575813	117576763	.	-	.	LOC_00018306	geneID=LOC_00018306	protein_coding	Or6e1:_Olfactory_receptor_6E1_(Mus_musculus)	951	0	0	0
chr6	EviAnn	gene	117591302	117592249	.	-	.	LOC_00018307	geneID=LOC_00018307	protein_coding	OR6M1:_Olfactory_receptor_6M1_(Homo_sapiens)	948	0	0	0
chr6	EviAnn	gene	117646692	117647639	.	-	.	LOC_00018308	geneID=LOC_00018308	protein_coding	OR6M1:_Olfactory_receptor_6M1_(Homo_sapiens)	948	0	0	0
chr6	EviAnn	gene	117710061	117711026	.	-	.	LOC_00018309	geneID=LOC_00018309	protein_coding	OR6M1:_Olfactory_receptor_6M1_(Homo_sapiens)	966	0	0	6.17338
chr6	EviAnn	gene	117725778	117726731	.	+	.	LOC_00018310	geneID=LOC_00018310	protein_coding	OR6X1:_Olfactory_receptor_6X1_(Homo_sapiens)	954	0	0	0
chr6	EviAnn	gene	117782105	117783055	.	-	.	LOC_00018311	geneID=LOC_00018311	protein_coding	OR6M1:_Olfactory_receptor_6M1_(Homo_sapiens)	951	0	3.02344	0
chr6	EviAnn	gene	117802965	117803894	.	-	.	LOC_00018312	geneID=LOC_00018312	protein_coding	OR6X1:_Olfactory_receptor_6X1_(Homo_sapiens)	930	0	0	0
chr6	EviAnn	gene	117865538	117874431	.	+	.	LOC_00018313	geneID=LOC_00018313	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2332.5	0	3.71208	0
chr6	EviAnn	gene	117927215	117928156	.	-	.	LOC_00018314	geneID=LOC_00018314	protein_coding	OR6X1:_Olfactory_receptor_6X1_(Homo_sapiens)	942	0	0	0
chr6	EviAnn	gene	117976966	117977928	.	-	.	LOC_00018315	geneID=LOC_00018315	protein_coding	OR6X1:_Olfactory_receptor_6X1_(Homo_sapiens)	963	0	0	0
chr6	EviAnn	gene	118051848	118052358	.	+	.	XLOC_017317U_lncRNA	geneID=XLOC_017317U_lncRNA	lncRNA	function_unknown	348	0	0	0
chr6	EviAnn	gene	118065866	118074515	.	-	.	LOC_00018316	geneID=LOC_00018316	protein_coding	function_unknown	1341	0	0	0
chr6	EviAnn	gene	118296087	118297518	.	+	.	LOC_00018317	geneID=LOC_00018317	protein_coding	Casr:_Extracellular_calcium-sensing_receptor_(Mus_musculus)	997	0	0	0
chr6	EviAnn	gene	118420582	118421048	.	+	.	XLOC_017321U_lncRNA	geneID=XLOC_017321U_lncRNA	lncRNA	function_unknown	354	0	0	0
chr6	EviAnn	gene	118514624	118523410	.	+	.	LOC_00018318	geneID=LOC_00018318	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2220	0	0	2.3755
chr6	EviAnn	gene	118536183	118597167	.	+	.	LOC_00018319	geneID=LOC_00018319	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2343	0	0	0
chr6	EviAnn	gene	118718205	118730626	.	+	.	LOC_00018320	geneID=LOC_00018320	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1467	0	0	0
chr6	EviAnn	gene	118794068	118807325	.	+	.	LOC_00018321	geneID=LOC_00018321	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1467	0	0	0
chr6	EviAnn	gene	118819141	118826392	.	-	.	LOC_00018322	geneID=LOC_00018322	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2382	0	0	0
chr6	EviAnn	gene	118855445	118861676	.	-	.	LOC_00018323	geneID=LOC_00018323	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1305	0	0	0
chr6	EviAnn	gene	118893316	118907248	.	+	.	LOC_00018324	geneID=LOC_00018324	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2061	0	0	0
chr6	EviAnn	gene	118971729	119065922	.	+	.	LOC_00018325	geneID=LOC_00018325	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1170	28.6681	0	0
chr6	EviAnn	gene	119054645	119103856	.	+	.	LOC_00018326	geneID=LOC_00018326	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2343	0	0	0
chr6	EviAnn	gene	119075340	119083029	.	-	.	LOC_00018327	geneID=LOC_00018327	protein_coding	function_unknown	2573	0	0.485299	0
chr6	EviAnn	gene	119137706	119145396	.	-	.	LOC_00018328	geneID=LOC_00018328	protein_coding	function_unknown	2573	0	0.485299	0
chr6	EviAnn	gene	119217975	119312884	.	+	.	LOC_00018329	geneID=LOC_00018329	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2095	5.2668	1.14735	0
chr6	EviAnn	gene	119349986	119350494	.	+	.	XLOC_017326U_lncRNA	geneID=XLOC_017326U_lncRNA	lncRNA	function_unknown	395	0	0	0
chr6	EviAnn	gene	119380938	119381195	.	+	.	LOC_00018330	geneID=LOC_00018330	protein_coding	IGHV3-53:_Immunoglobulin_heavy_variable_3-53_(Homo_sapiens)	258	0	0	0
chr6	EviAnn	gene	119388175	119394915	.	+	.	LOC_00018331	geneID=LOC_00018331	protein_coding	Ig_heavy_chain_V_region_PJ14_(Mus_musculus)	1279	0	0	0
chr6	EviAnn	gene	119418802	119432572	.	-	.	LOC_00018332	geneID=LOC_00018332	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2221	0	1.21087	0
chr6	EviAnn	gene	119495221	119495761	.	+	.	XLOC_017330U_lncRNA	geneID=XLOC_017330U_lncRNA	lncRNA	function_unknown	419	8.55869	0	0
chr6	EviAnn	gene	119594840	119595300	.	+	.	LOC_00018333	geneID=LOC_00018333	protein_coding	Ig_heavy_chain_V_region_PJ14_(Mus_musculus)	363	0	0	0
chr6	EviAnn	gene	119598819	119599292	.	+	.	LOC_00018334	geneID=LOC_00018334	protein_coding	Ig_heavy_chain_V_region_PJ14_(Mus_musculus)	375	0	0	0
chr6	EviAnn	gene	119606719	119607111	.	+	.	LOC_00018335	geneID=LOC_00018335	protein_coding	Ig_heavy_chain_V_region_XIG14_(Fragment)_(Xenopus_laevis)	393	0	0	0
chr6	EviAnn	gene	119734654	119808512	.	-	.	LOC_00018336	geneID=LOC_00018336	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1963	0	0	0
