Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_30	rna_35	rna_L007
chr5	EviAnn	gene	29019170	29219141	.	+	.	LOC_00006197	geneID=LOC_00006197	protein_coding	PDLIM5:_PDZ_and_LIM_domain_protein_5_(Homo_sapiens)	1275.43	0	19.0548	0
chr5	EviAnn	gene	29310585	29654539	.	+	.	LOC_00006198	geneID=LOC_00006198	protein_coding	BMPR1B:_Bone_morphogenetic_protein_receptor_type-1B_(Gallus_gallus)	1602	0	2.85255	0
chr5	EviAnn	gene	29682984	30139549	.	-	.	LOC_00006199	geneID=LOC_00006199	protein_coding	UNC5C:_Netrin_receptor_UNC5C_(Gallus_gallus)	2824.5	0	0	0
chr5	EviAnn	gene	29883916	29884008	.	-	.	LOC_00006200	geneID=LOC_00006200	protein_coding	function_unknown	93	0	0	0
chr5	EviAnn	gene	31238782	31238841	.	-	.	LOC_00006201	geneID=LOC_00006201	protein_coding	function_unknown	60	0	0	0
chr5	EviAnn	gene	31653888	31991228	.	-	.	LOC_00006202	geneID=LOC_00006202	protein_coding	stpg2:_Sperm-tail_PG-rich_repeat-containing_protein_2_(Danio_rerio)	1752	0	0	0
chr5	EviAnn	gene	32046437	32174450	.	+	.	LOC_00006203	geneID=LOC_00006203	protein_coding	RAP1GDS1:_Rap1_GTPase-GDP_dissociation_stimulator_1_(Homo_sapiens)	1528.06	59.3981	44.8687	16.0758
chr5	EviAnn	gene	32181624	32284400	.	-	.	LOC_00006204	geneID=LOC_00006204	protein_coding	TSPAN5:_Tetraspanin-5_(Bos_taurus)	760.5	0	0	0
chr5	EviAnn	gene	32213317	32241290	.	+	.	LOC_00006205	geneID=LOC_00006205	protein_coding	function_unknown	366	1520.73	785.778	287.008
chr5	EviAnn	gene	32213326	32317507	.	+	.	LOC_00006206	geneID=LOC_00006206	protein_coding	function_unknown	777	1559.71	1458.5	840.99
chr5	EviAnn	gene	32310124	32310207	.	+	.	LOC_00006207	geneID=LOC_00006207	protein_coding	function_unknown	84	0	0	0
chr5	EviAnn	gene	32319287	32340460	.	-	.	LOC_00006208	geneID=LOC_00006208	protein_coding	Eif4e:_Eukaryotic_translation_initiation_factor_4E_(Rattus_norvegicus)	537	0	0	0
chr5	EviAnn	gene	32342646	32385572	.	+	.	LOC_00006209	geneID=LOC_00006209	protein_coding	METAP1:_Methionine_aminopeptidase_1_(Gallus_gallus)	882.5	0	0	0
chr5	EviAnn	gene	32385653	32406617	.	-	.	LOC_00006210	geneID=LOC_00006210	protein_coding	Alcohol_dehydrogenase_class-3_(Saara_hardwickii)	738	8.33135	0	0
chr5	EviAnn	gene	32409080	32433165	.	-	.	LOC_00006211	geneID=LOC_00006211	protein_coding	ADH4:_All-trans-retinol_dehydrogenase_[NAD(+)]_ADH4_(Struthio_camelus)	1059	0	0	0
chr5	EviAnn	gene	32453358	32489014	.	-	.	LOC_00006212	geneID=LOC_00006212	protein_coding	ADH1:_Alcohol_dehydrogenase_1_(Columba_livia)	1143	0	4.17117	0
chr5	EviAnn	gene	32493403	32514397	.	-	.	LOC_00006213	geneID=LOC_00006213	protein_coding	ADH1:_Alcohol_dehydrogenase_1_(Columba_livia)	1131	0	0	0
chr5	EviAnn	gene	32518974	32537857	.	-	.	LOC_00006214	geneID=LOC_00006214	protein_coding	Alcohol_dehydrogenase_1B_(Saara_hardwickii)	946.5	0	0	0
chr5	EviAnn	gene	32548641	32578469	.	-	.	LOC_00006215	geneID=LOC_00006215	protein_coding	Alcohol_dehydrogenase_1B_(Saara_hardwickii)	863	0	0	0
chr5	EviAnn	gene	32558064	32558117	.	-	.	LOC_00006216	geneID=LOC_00006216	protein_coding	function_unknown	42	0	0	0
chr5	EviAnn	gene	32625538	32645663	.	-	.	LOC_00006217	geneID=LOC_00006217	protein_coding	TRMT10A:_tRNA_methyltransferase_10_homolog_A_(Bos_taurus)	933	0	0	0
chr5	EviAnn	gene	32652647	32705586	.	+	.	LOC_00006218	geneID=LOC_00006218	protein_coding	MTTP:_Microsomal_triglyceride_transfer_protein_large_subunit_(Homo_sapiens)	2685	0	0	0
chr5	EviAnn	gene	32721033	32730846	.	-	.	LOC_00006219	geneID=LOC_00006219	protein_coding	Uncharacterized_protein_C4orf54_homolog_(Mus_musculus)	4989	0	7.59694	0
chr5	EviAnn	gene	32788239	32831477	.	+	.	LOC_00006220	geneID=LOC_00006220	protein_coding	DAPP1:_Dual_adapter_for_phosphotyrosine_and_3-phosphotyrosine_and_3-phosphoinositide_(Homo_sapiens)	831	0	0	0
chr5	EviAnn	gene	32832418	32840237	.	-	.	LOC_00006221	geneID=LOC_00006221	protein_coding	LAMTOR3:_Ragulator_complex_protein_LAMTOR3_(Homo_sapiens)	389	0	0	0
chr5	EviAnn	gene	32840500	32877543	.	-	.	LOC_00006222	geneID=LOC_00006222	protein_coding	DNAJB14:_DnaJ_homolog_subfamily_B_member_14_(Homo_sapiens)	446.993	33.3654	0	0
chr5	EviAnn	gene	32840521	32877546	.	-	.	LOC_00006223	geneID=LOC_00006223	protein_coding	function_unknown	258	44.0944	0	0
chr5	EviAnn	gene	32878437	32884460	.	-	.	LOC_00006224	geneID=LOC_00006224	protein_coding	H2AFZ:_Histone_H2A.Z_(Gallus_gallus)	384	0	19.2743	0
chr5	EviAnn	gene	32896885	32914287	.	+	.	LOC_00006225	geneID=LOC_00006225	protein_coding	function_unknown	568.5	0	0	0
chr5	EviAnn	gene	32934788	32940976	.	-	.	LOC_00006226	geneID=LOC_00006226	protein_coding	DDIT4L:_DNA_damage-inducible_transcript_4-like_protein_(Bos_taurus)	659	0	0	0
chr5	EviAnn	gene	33019251	33099248	.	-	.	LOC_00006227	geneID=LOC_00006227	protein_coding	EMCN:_Endomucin_(Homo_sapiens)	786	0	0	0
chr5	EviAnn	gene	33262226	33533984	.	-	.	LOC_00006228	geneID=LOC_00006228	protein_coding	Ppp3ca:_Protein_phosphatase_3_catalytic_subunit_alpha_(Rattus_norvegicus)	1474	0	0	0
chr5	EviAnn	gene	33715774	33991873	.	+	.	LOC_00006229	geneID=LOC_00006229	protein_coding	BANK1:_B-cell_scaffold_protein_with_ankyrin_repeats_(Homo_sapiens)	2226	0	2.03999	0
chr5	EviAnn	gene	34053843	34101795	.	-	.	LOC_00006230	geneID=LOC_00006230	protein_coding	Slc39a8:_Metal_cation_symporter_ZIP8_(Mus_musculus)	954.75	0	0	0
chr5	EviAnn	gene	34168838	34269859	.	+	.	LOC_00006231	geneID=LOC_00006231	protein_coding	NFKB1:_Nuclear_factor_NF-kappa-B_p105_subunit_(Gallus_gallus)	1023.79	338.368	187.569	237.02
chr5	EviAnn	gene	34253978	34359475	.	-	.	LOC_00006232	geneID=LOC_00006232	protein_coding	MANBA:_Beta-mannosidase_(Homo_sapiens)	1306.94	0	14.075	46.7528
chr5	EviAnn	gene	34365180	34403373	.	-	.	LOC_00006233	geneID=LOC_00006233	protein_coding	CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)	660	135.096	117.933	208.599
chr5	EviAnn	gene	34365180	34406250	.	-	.	LOC_00006234	geneID=LOC_00006234	protein_coding	Ube2d3:_Ubiquitin-conjugating_enzyme_E2_D3_(Rattus_norvegicus)	444	17.1128	21.5803	23.7522
chr5	EviAnn	gene	34424322	34458198	.	+	.	LOC_00006235	geneID=LOC_00006235	protein_coding	CISD2:_CDGSH_iron-sulfur_domain-containing_protein_2_(Homo_sapiens)	510	291.02	243.657	120.305
chr5	EviAnn	gene	34424322	34458198	.	+	.	LOC_00006237	geneID=LOC_00006237	protein_coding	function_unknown	621	0	0	0
chr5	EviAnn	gene	34427244	34432802	.	+	.	LOC_00006236	geneID=LOC_00006236	protein_coding	function_unknown	372	68.2634	80.3964	59.8288
chr5	EviAnn	gene	34458013	34492166	.	-	.	LOC_00006238	geneID=LOC_00006238	protein_coding	Slc9b2:_Sodium/hydrogen_exchanger_9B2_(Mus_musculus)	1560	0	2.93928	5.86011
chr5	EviAnn	gene	34495260	34529456	.	-	.	LOC_00006239	geneID=LOC_00006239	protein_coding	SLC9B2:_Sodium/hydrogen_exchanger_9B2_(Homo_sapiens)	1623	0	0	0
chr5	EviAnn	gene	34534643	34555277	.	-	.	LOC_00006240	geneID=LOC_00006240	protein_coding	bdh2:_Dehydrogenase/reductase_SDR_family_member_6_(Xenopus_laevis)	586.5	0	0	0
chr5	EviAnn	gene	34558981	34622895	.	-	.	LOC_00006241	geneID=LOC_00006241	protein_coding	CENPE:_Centromere-associated_protein_E_(Homo_sapiens)	4641	0	0.577071	0
chr5	EviAnn	gene	34625525	34638917	.	-	.	LOC_00006242	geneID=LOC_00006242	protein_coding	RSPH4A:_Radial_spoke_head_protein_4_homolog_A_(Homo_sapiens)	1775	0	2.6359	0
chr5	EviAnn	gene	34770096	34772476	.	+	.	XLOC_014922U_lncRNA	geneID=XLOC_014922U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	34849413	34916212	.	-	.	LOC_00006243	geneID=LOC_00006243	protein_coding	TACR3:_Neuromedin-K_receptor_(Homo_sapiens)	899	0	69.3264	0
chr5	EviAnn	gene	34899689	34899748	.	-	.	LOC_00006244	geneID=LOC_00006244	protein_coding	function_unknown	51	0	0	0
chr5	EviAnn	gene	35100987	35108393	.	+	.	LOC_00006245	geneID=LOC_00006245	protein_coding	pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)	1476	196.184	136.654	237.398
chr5	EviAnn	gene	35580944	35582215	.	-	.	LOC_00006246	geneID=LOC_00006246	protein_coding	cxxc4:_CXXC-type_zinc_finger_protein_4_(Xenopus_laevis)	1272	0	14.8537	0
chr5	EviAnn	gene	35898120	35942777	.	+	.	LOC_00006247	geneID=LOC_00006247	protein_coding	function_unknown	495	28.9697	114.778	25.1412
chr5	EviAnn	gene	35898561	36022542	.	+	.	LOC_00006248	geneID=LOC_00006248	protein_coding	TET2:_Methylcytosine_dioxygenase_TET2_(Homo_sapiens)	2139	4.82249	19.2316	2.06716
chr5	EviAnn	gene	36035192	36082608	.	-	.	LOC_00006249	geneID=LOC_00006249	protein_coding	PPA2:_Inorganic_pyrophosphatase_2,_mitochondrial_(Homo_sapiens)	922.5	0	0	0
chr5	EviAnn	gene	36090001	36167939	.	+	.	LOC_00006250	geneID=LOC_00006250	protein_coding	ARHGEF38:_Rho_guanine_nucleotide_exchange_factor_38_(Homo_sapiens)	2358	0	0	0
chr5	EviAnn	gene	36170954	36193482	.	-	.	LOC_00006251	geneID=LOC_00006251	protein_coding	INTS12:_Integrator_complex_subunit_12_(Bos_taurus)	996.429	0	21.2723	0
chr5	EviAnn	gene	36189575	36285692	.	+	.	LOC_00006252	geneID=LOC_00006252	protein_coding	GSTCD:_Glutathione_S-transferase_C-terminal_domain-containing_protein_(Homo_sapiens)	1929	8.09613	0	0
chr5	EviAnn	gene	36290423	36385872	.	+	.	LOC_00006253	geneID=LOC_00006253	protein_coding	Npnt:_Nephronectin_(Mus_musculus)	1825.5	0	2.50423	0
chr5	EviAnn	gene	36419456	36549257	.	-	.	LOC_00006254	geneID=LOC_00006254	protein_coding	TBCK:_TBC_domain-containing_protein_kinase-like_protein_(Gallus_gallus)	1820.7	0	4.97926	0
chr5	EviAnn	gene	36548686	36595635	.	+	.	LOC_00006255	geneID=LOC_00006255	protein_coding	AIMP1:_Aminoacyl_tRNA_synthase_complex-interacting_multifunctional_protein_1_(Homo_sapiens)	874.286	0	0	0
chr5	EviAnn	gene	36587084	36597227	.	-	.	LOC_00006256	geneID=LOC_00006256	protein_coding	GIMD1:_GTPase_IMAP_family_member_GIMD1_(Bos_taurus)	666	114.404	91.5513	131.879
chr5	EviAnn	gene	36961885	37067948	.	-	.	LOC_00006257	geneID=LOC_00006257	protein_coding	DKK2:_Dickkopf-related_protein_2_(Homo_sapiens)	633	0	0	0
chr5	EviAnn	gene	37264621	37264992	.	+	.	LOC_00006258	geneID=LOC_00006258	protein_coding	function_unknown	372	0	0	19.9429
chr5	EviAnn	gene	37408313	37498497	.	-	.	LOC_00006259	geneID=LOC_00006259	protein_coding	PAPSS1:_Bifunctional_3'-phosphoadenosine_5'-phosphosulfate_synthase_1_(Homo_sapiens)	1470	0	0	0
chr5	EviAnn	gene	37582233	37628856	.	+	.	LOC_00006260	geneID=LOC_00006260	protein_coding	Sgms2:_Phosphatidylcholine:ceramide_cholinephosphotransferase_2_(Rattus_norvegicus)	778.5	0	0	0
chr5	EviAnn	gene	37643910	37670026	.	+	.	LOC_00006261	geneID=LOC_00006261	protein_coding	CYP2U1:_Cytochrome_P450_2U1_(Homo_sapiens)	1330	0	24.937	0
chr5	EviAnn	gene	37675688	37706441	.	+	.	LOC_00006262	geneID=LOC_00006262	protein_coding	HADH:_Hydroxyacyl-coenzyme_A_dehydrogenase,_mitochondrial_(Homo_sapiens)	786	0	5.42465	0
chr5	EviAnn	gene	37711519	37849920	.	-	.	LOC_00006263	geneID=LOC_00006263	protein_coding	LEF1:_Lymphoid_enhancer-binding_factor_1_(Homo_sapiens)	1150	0	0	0
chr5	EviAnn	gene	38124316	38129653	.	+	.	LOC_00006264	geneID=LOC_00006264	protein_coding	RPL34:_Large_ribosomal_subunit_protein_eL34_(Oryctolagus_cuniculus)	354	0	0	0
chr5	EviAnn	gene	38136103	38147870	.	+	.	LOC_00006265	geneID=LOC_00006265	protein_coding	OSTC:_Oligosaccharyltransferase_complex_subunit_OSTC_(Gallus_gallus)	351	0	0	0
chr5	EviAnn	gene	38198368	38219180	.	-	.	LOC_00006266	geneID=LOC_00006266	protein_coding	etnppl:_Ethanolamine-phosphate_phospho-lyase_(Xenopus_laevis)	1506	0	0	0
chr5	EviAnn	gene	38243952	38676987	.	-	.	LOC_00006267	geneID=LOC_00006267	protein_coding	Col25a1:_Collagen_alpha-1(XXV)_chain_(Mus_musculus)	1494	0	0	0
chr5	EviAnn	gene	38771536	38827481	.	+	.	LOC_00006268	geneID=LOC_00006268	protein_coding	SEC24B:_Protein_transport_protein_Sec24B_(Homo_sapiens)	2110.12	0	28.5585	0
chr5	EviAnn	gene	38832693	38937035	.	+	.	LOC_00006269	geneID=LOC_00006269	protein_coding	MCUB:_Calcium_uniporter_regulatory_subunit_MCUb,_mitochondrial_(Homo_sapiens)	897.429	0	20.2424	5.58985
chr5	EviAnn	gene	38851860	38851925	.	-	.	LOC_00006270	geneID=LOC_00006270	protein_coding	function_unknown	60	0	0	0
chr5	EviAnn	gene	38912119	38960541	.	-	.	LOC_00006271	geneID=LOC_00006271	protein_coding	CASP6:_Caspase-6_(Gallus_gallus)	772.294	243.63	312.534	121.812
chr5	EviAnn	gene	38971695	38998482	.	-	.	LOC_00006272	geneID=LOC_00006272	protein_coding	CFI:_Complement_factor_I_(Homo_sapiens)	1410	0	2.80526	0
chr5	EviAnn	gene	39009716	39035887	.	-	.	LOC_00006273	geneID=LOC_00006273	protein_coding	CFI:_Complement_factor_I_(Homo_sapiens)	1678.5	0	2.9521	2.94278
chr5	EviAnn	gene	39045638	39056448	.	+	.	LOC_00006274	geneID=LOC_00006274	protein_coding	gar1:_H/ACA_ribonucleoprotein_complex_subunit_1_(Xenopus_tropicalis)	497	0	0	0
chr5	EviAnn	gene	39056614	39059249	.	+	.	XLOC_014935U_lncRNA	geneID=XLOC_014935U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	39058389	39079741	.	+	.	LOC_00006275	geneID=LOC_00006275	protein_coding	RRH:_Visual_pigment-like_receptor_peropsin_(Homo_sapiens)	1029	0	0	0
chr5	EviAnn	gene	39081271	39095707	.	+	.	LOC_00006276	geneID=LOC_00006276	protein_coding	LRIT3:_Leucine-rich_repeat,_immunoglobulin-like_domain_and_transmembrane_domain-containing_protein_3_(Homo_sapiens)	1847	0	0	0
chr5	EviAnn	gene	39113788	39199456	.	+	.	LOC_00006277	geneID=LOC_00006277	protein_coding	EGF:_Pro-epidermal_growth_factor_(Canis_lupus_familiaris)	2897.14	0	2.5905	0
chr5	EviAnn	gene	39260518	39362440	.	-	.	LOC_00006278	geneID=LOC_00006278	protein_coding	ELOVL6:_Very_long_chain_fatty_acid_elongase_6_(Gallus_gallus)	798	0	0	0
chr5	EviAnn	gene	39551945	39647212	.	+	.	LOC_00006279	geneID=LOC_00006279	protein_coding	Aminopeptidase_A_(Gloydius_brevicauda)	2467.2	0	0	0
chr5	EviAnn	gene	39698960	39735000	.	-	.	LOC_00006280	geneID=LOC_00006280	protein_coding	PITX2:_Pituitary_homeobox_2_(Gallus_gallus)	717	25.9491	77.4042	44.819
chr5	EviAnn	gene	40073677	40073757	.	+	.	LOC_00006281	geneID=LOC_00006281	protein_coding	function_unknown	66	0	0	0
chr5	EviAnn	gene	40074650	40074754	.	+	.	LOC_00006282	geneID=LOC_00006282	protein_coding	function_unknown	90	0	0	0
chr5	EviAnn	gene	40686836	40719455	.	-	.	LOC_00006283	geneID=LOC_00006283	protein_coding	function_unknown	300	0	0	0
chr5	EviAnn	gene	40756443	40774727	.	+	.	LOC_00006284	geneID=LOC_00006284	protein_coding	FAM241A:_Uncharacterized_protein_FAM241A_(Homo_sapiens)	402	0	35.3365	0
chr5	EviAnn	gene	40814613	40847314	.	+	.	LOC_00006285	geneID=LOC_00006285	protein_coding	AP1AR:_AP-1_complex-associated_regulatory_protein_(Homo_sapiens)	900	77.8805	95.6699	145.336
chr5	EviAnn	gene	40844265	40854129	.	-	.	LOC_00006286	geneID=LOC_00006286	protein_coding	Tifa:_TRAF-interacting_protein_with_FHA_domain-containing_protein_A_(Rattus_norvegicus)	540	12.7488	0	11.0562
chr5	EviAnn	gene	40850941	40951821	.	+	.	LOC_00006287	geneID=LOC_00006287	protein_coding	ALPK1:_Alpha-protein_kinase_1_(Homo_sapiens)	3744	1.32915	0	0
chr5	EviAnn	gene	40980492	40981276	.	-	.	LOC_00006288	geneID=LOC_00006288	protein_coding	NEUROG2:_Neurogenin-2_(Homo_sapiens)	762	0	34.7847	0
chr5	EviAnn	gene	41005755	41063457	.	-	.	LOC_00006289	geneID=LOC_00006289	protein_coding	ZGRF1:_5'-3'_DNA_helicase_ZGRF1_(Homo_sapiens)	5854.2	0	3.20645	0
chr5	EviAnn	gene	41065624	41109702	.	+	.	LOC_00006290	geneID=LOC_00006290	protein_coding	LARP7:_La-related_protein_7_(Homo_sapiens)	904	0	0	0
chr5	EviAnn	gene	41065624	41109702	.	+	.	LOC_00006291	geneID=LOC_00006291	protein_coding	pol:_Retrovirus-related_Pol_polyprotein_from_type-2_retrotransposable_element_R2DM_(Drosophila_melanogaster)	475.699	492.024	305.623	448.594
chr5	EviAnn	gene	41135176	41645053	.	+	.	LOC_00006292	geneID=LOC_00006292	protein_coding	Ank2:_Ankyrin-2_(Mus_musculus)	12192	1.186	1.352	0
chr5	EviAnn	gene	41673659	41874944	.	-	.	LOC_00006293	geneID=LOC_00006293	protein_coding	Camk2d:_Calcium/calmodulin-dependent_protein_kinase_type_II_subunit_delta_(Rattus_norvegicus)	1343.31	0	6.43776	14.4935
chr5	EviAnn	gene	41775845	41784432	.	+	.	XLOC_014951U_lncRNA	geneID=XLOC_014951U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	41923687	41997601	.	-	.	LOC_00006294	geneID=LOC_00006294	protein_coding	ARSJ:_Arylsulfatase_J_(Homo_sapiens)	1719	0	5.2718	0
chr5	EviAnn	gene	42373732	42432015	.	+	.	LOC_00006295	geneID=LOC_00006295	protein_coding	UGT8:_2-hydroxyacylsphingosine_1-beta-galactosyltransferase_(Homo_sapiens)	1122	0	6.11034	0
chr5	EviAnn	gene	42566394	42736094	.	-	.	LOC_00006296	geneID=LOC_00006296	protein_coding	NDST4:_Bifunctional_heparan_sulfate_N-deacetylase/N-sulfotransferase_4_(Homo_sapiens)	2622	0	0	0
chr5	EviAnn	gene	44948276	44958523	.	+	.	XLOC_014956U_lncRNA	geneID=XLOC_014956U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	44948276	45084640	.	+	.	LOC_00006297	geneID=LOC_00006297	protein_coding	NDST3:_Bifunctional_heparan_sulfate_N-deacetylase/N-sulfotransferase_3_(Homo_sapiens)	2637	15.3999	11.5616	8.24686
chr5	EviAnn	gene	45099437	45111690	.	+	.	LOC_00006298	geneID=LOC_00006298	protein_coding	function_unknown	390	0	0	0
chr5	EviAnn	gene	45106064	45217279	.	-	.	LOC_00006299	geneID=LOC_00006299	protein_coding	PRSS12:_Neurotrypsin_(Gorilla_gorilla_gorilla)	2532	16.0837	15.5281	24.119
chr5	EviAnn	gene	45216475	45217281	.	-	.	XLOC_015846U_lncRNA	geneID=XLOC_015846U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	45217274	45240632	.	+	.	LOC_00006300	geneID=LOC_00006300	protein_coding	METTL14:_N(6)-adenosine-methyltransferase_non-catalytic_subunit_METTL14_(Gallus_gallus)	870	6.76721	5.87177	23.3217
chr5	EviAnn	gene	45242828	45319703	.	-	.	LOC_00006301	geneID=LOC_00006301	protein_coding	SEC24D:_Protein_transport_protein_Sec24D_(Homo_sapiens)	1638.28	161.608	94.5636	102.59
chr5	EviAnn	gene	45342049	45523880	.	+	.	LOC_00006302	geneID=LOC_00006302	protein_coding	Synpo2:_Synaptopodin-2_(Rattus_norvegicus)	2561	0	5.17848	0
chr5	EviAnn	gene	45589767	45640184	.	+	.	LOC_00006303	geneID=LOC_00006303	protein_coding	MYOZ2:_Myozenin-2_(Bos_taurus)	656.25	0	0	0
chr5	EviAnn	gene	45639427	45641462	.	-	.	LOC_00006304	geneID=LOC_00006304	protein_coding	function_unknown	435	0	0	0
chr5	EviAnn	gene	45651834	45704363	.	+	.	LOC_00006305	geneID=LOC_00006305	protein_coding	USP53:_Ubiquitin_carboxyl-terminal_hydrolase_53_(Homo_sapiens)	2013.04	79.8503	79.8644	70.7621
chr5	EviAnn	gene	45651858	45701417	.	+	.	LOC_00006306	geneID=LOC_00006306	protein_coding	function_unknown	342	52.5681	0	0
chr5	EviAnn	gene	45717515	45724381	.	-	.	LOC_00006307	geneID=LOC_00006307	protein_coding	FABP2:_Fatty_acid-binding_protein,_intestinal_(Sus_scrofa)	399	0	0	0
chr5	EviAnn	gene	45814403	45929979	.	-	.	LOC_00006309	geneID=LOC_00006309	protein_coding	function_unknown	111	0	0	0
chr5	EviAnn	gene	45814412	45939029	.	-	.	LOC_00006308	geneID=LOC_00006308	protein_coding	PDE5A:_cGMP-specific_3',5'-cyclic_phosphodiesterase_(Bos_taurus)	2363.62	0	0	1.86253
chr5	EviAnn	gene	45976316	45995874	.	-	.	LOC_00006310	geneID=LOC_00006310	protein_coding	function_unknown	540	127.488	89.4383	243.237
chr5	EviAnn	gene	46061460	46068691	.	+	.	LOC_00006311	geneID=LOC_00006311	protein_coding	RPL7L1:_Ribosomal_protein_uL30-like_(Homo_sapiens)	744	0	0	0
chr5	EviAnn	gene	46070421	46078179	.	-	.	LOC_00006312	geneID=LOC_00006312	protein_coding	MAD2L1:_Mitotic_spindle_assembly_checkpoint_protein_MAD2A_(Homo_sapiens)	618	0	0	0
chr5	EviAnn	gene	46077672	46175996	.	+	.	LOC_00006313	geneID=LOC_00006313	protein_coding	REC114:_Meiotic_recombination_protein_REC114_(Homo_sapiens)	715.286	0	6.68328	0
chr5	EviAnn	gene	46168473	46173773	.	-	.	XLOC_015855U_lncRNA	geneID=XLOC_015855U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	46451856	46591965	.	-	.	LOC_00006314	geneID=LOC_00006314	protein_coding	PRDM5:_PR_domain_zinc_finger_protein_5_(Homo_sapiens)	1563	0	0	0
chr5	EviAnn	gene	46625016	46636017	.	-	.	LOC_00006315	geneID=LOC_00006315	protein_coding	NDNF:_Protein_NDNF_(Homo_sapiens)	1725	0	0	0
chr5	EviAnn	gene	46693416	46808998	.	-	.	LOC_00006316	geneID=LOC_00006316	protein_coding	TNIP3:_TNFAIP3-interacting_protein_3_(Homo_sapiens)	939.75	0	0	0
chr5	EviAnn	gene	46713072	46713119	.	-	.	LOC_00006317	geneID=LOC_00006317	protein_coding	function_unknown	48	0	0	0
chr5	EviAnn	gene	46857220	46908411	.	-	.	LOC_00006318	geneID=LOC_00006318	protein_coding	QRFPR:_Pyroglutamylated_RF-amide_peptide_receptor_(Homo_sapiens)	809	0	10.7204	0
chr5	EviAnn	gene	46863229	46863315	.	+	.	LOC_00006319	geneID=LOC_00006319	protein_coding	function_unknown	75	0	0	0
chr5	EviAnn	gene	46987729	47019941	.	-	.	LOC_00006320	geneID=LOC_00006320	protein_coding	ANXA5:_Annexin_A5_(Gallus_gallus)	855	0	0	0
chr5	EviAnn	gene	47052104	47052289	.	-	.	LOC_00006321	geneID=LOC_00006321	protein_coding	SMIM43:_Small_integral_membrane_protein_43_(Homo_sapiens)	186	0	0	0
chr5	EviAnn	gene	47073313	47087652	.	+	.	LOC_00006322	geneID=LOC_00006322	protein_coding	EXOSC9:_Exosome_complex_component_RRP45_(Homo_sapiens)	1251	0	0	8.05536
chr5	EviAnn	gene	47087713	47098679	.	-	.	LOC_00006323	geneID=LOC_00006323	protein_coding	CCNA2:_Cyclin-A2_(Bos_taurus)	828	21.5899	0	6.20413
chr5	EviAnn	gene	47101268	47143265	.	-	.	LOC_00006324	geneID=LOC_00006324	protein_coding	BBS7:_BBSome_complex_member_BBS7_(Homo_sapiens)	1457.73	0	6.41991	29.3405
chr5	EviAnn	gene	47149633	47221923	.	-	.	LOC_00006325	geneID=LOC_00006325	protein_coding	TRPC3:_Short_transient_receptor_potential_channel_3_(Homo_sapiens)	2763	0	4.73537	0
chr5	EviAnn	gene	47269819	47273794	.	-	.	XLOC_015862U_lncRNA	geneID=XLOC_015862U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	47284730	47460489	.	+	.	LOC_00006326	geneID=LOC_00006326	protein_coding	BLTP1:_Bridge-like_lipid_transfer_protein_family_member_1_(Homo_sapiens)	14829	0.648456	3.04878	0.554602
chr5	EviAnn	gene	47465307	47483637	.	+	.	LOC_00006327	geneID=LOC_00006327	protein_coding	Adad1:_Adenosine_deaminase_domain-containing_protein_1_(Mus_musculus)	1730.33	0	4.34172	0
chr5	EviAnn	gene	47570840	47583446	.	-	.	LOC_00006328	geneID=LOC_00006328	protein_coding	CETN1:_Centrin-1_(Bos_taurus)	516	0	0	0
chr5	EviAnn	gene	47583610	47594571	.	+	.	LOC_00006329	geneID=LOC_00006329	protein_coding	BBS12:_Chaperonin-containing_T-complex_member_BBS12_(Homo_sapiens)	2130	0	0	0
chr5	EviAnn	gene	47691917	47714690	.	-	.	LOC_00006330	geneID=LOC_00006330	protein_coding	NUDT6:_Nucleoside_diphosphate-linked_moiety_X_motif_6_(Homo_sapiens)	688.8	0	0	127.129
chr5	EviAnn	gene	47714426	47997610	.	+	.	LOC_00006331	geneID=LOC_00006331	protein_coding	Afg2a:_ATPase_family_gene_2_protein_homolog_A_(Mus_musculus)	2324.4	0	0	2.06087
chr5	EviAnn	gene	48004906	48014947	.	+	.	LOC_00006332	geneID=LOC_00006332	protein_coding	SPRY1:_Protein_sprouty_homolog_1_(Homo_sapiens)	963	0	5.17573	0
chr5	EviAnn	gene	48399957	48400028	.	-	.	LOC_00006333	geneID=LOC_00006333	protein_coding	function_unknown	69	0	0	0
chr5	EviAnn	gene	48629311	48629439	.	-	.	LOC_00006334	geneID=LOC_00006334	protein_coding	function_unknown	129	0	0	0
