"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","SRR2889291","SRR2889292","SRR2889293","Fmean","value"
"NC_052558.1","Gnomon","gene",994928,999144,".","+",".","gene-MYLKSML","Name=MYLKSML","protein_coding","Dbxref=CGNC:84471,GeneID:428278",1140,4.8525,4.20925,4.88935,4.65036666666667,2.21734447263499
"NC_052558.1","Gnomon","gene",1005192,1025465,".","+",".","gene-FMNL1","Name=FMNL1","protein_coding","Dbxref=CGNC:51139,GeneID:419965",3615,1.27717,1.39194,1.19232,1.28714333333333,0.364172717719565
"NC_052558.1","BestRefSeq%2CGnomon","gene",1025277,1042537,".","-",".","gene-MAP3K14","Name=MAP3K14","protein_coding","Dbxref=CGNC:434,GeneID:419964",2826,3.45075,5.62002,5.4423,4.83769,2.27431832413557
"NC_052558.1","Gnomon","gene",1048876,1120328,".","+",".","gene-MYO1D","Name=MYO1D","protein_coding","Dbxref=CGNC:428,GeneID:419963",2942.67,17.429,12.4347,23.7157,17.8598,4.15864401965648
"NC_052558.1","Gnomon","gene",1119997,1121495,".","-",".","gene-CDK5R1","Name=CDK5R1","protein_coding","Dbxref=CGNC:78238,GeneID:107055275",903,2.55042,3.02463,2.83714,2.80406333333333,1.48751893481717
"NC_052558.1","Gnomon","gene",1121961,1128609,".","-",".","gene-PSMD11","Name=PSMD11","protein_coding","Dbxref=CGNC:17043,GeneID:430878",1327.16,42.4546,36.385,44.5004,41.1133333333333,5.36153444048214
"NC_052558.1","BestRefSeq","gene",1134985,1136942,".","-",".","gene-FZD2","Name=FZD2","protein_coding","Dbxref=CGNC:49028,GeneID:374061",1677,23.2955,33.8799,34.4636,30.5463333333333,4.93292730965174
"NC_052558.1","Gnomon","gene",1137404,1172560,".","+",".","gene-GPATCH8","Name=GPATCH8","protein_coding","Dbxref=CGNC:10709,GeneID:426522",4311,9.80395,10.2983,12.4942,10.8654833333333,3.44168044677367
"NC_052558.1","Gnomon","gene",1173030,1192558,".","+",".","gene-ITGA2B","Name=ITGA2B","protein_coding","Dbxref=CGNC:69243,GeneID:101749783",3651,6.81486,5.71103,6.65563,6.39384,2.67668264244582
"NC_052558.1","Gnomon","gene",1194605,1205980,".","+",".","gene-FAM171A2","Name=FAM171A2","protein_coding","Dbxref=CGNC:67316,GeneID:101747823",2067,1.90623,1.88593,0.690703,1.49428766666667,0.579457909387781
"NC_052558.1","Gnomon","gene",1213324,1219096,".","-",".","gene-TMEM98","Name=TMEM98","protein_coding","Dbxref=CGNC:66792,GeneID:101747287",678,95.1907,114.817,89.386,99.7979,6.64093755282002
"NC_052558.1","Gnomon","gene",1221087,1236600,".","-",".","gene-ARHGAP27","Name=ARHGAP27","protein_coding","Dbxref=CGNC:56248,GeneID:770740",2151,1.73016,1.52159,1.80167,1.68447333333333,0.752297589532821
"NC_052558.1","BestRefSeq","gene",1237919,1253007,".","-",".","gene-PLEKHM1","Name=PLEKHM1","protein_coding","Dbxref=CGNC:51131,GeneID:419939",3021,9.11348,8.68699,9.33364,9.04470333333333,3.17707318316184
"NC_052558.1","Gnomon","gene",1254405,1262090,".","-",".","gene-LOC101748951","Name=LOC101748951","protein_coding","Dbxref=CGNC:68429,GeneID:101748951",1977,1.68424,3.12422,0.745238,1.85123266666667,0.888486227435197
"NC_052558.1","BestRefSeq%2CGnomon","gene",1262912,1267746,".","-",".","gene-RDM1","Name=RDM1","protein_coding","Dbxref=CGNC:140,GeneID:395228",834,2.24557,2.18992,5.34347,3.25965333333333,1.70471854087515
"NC_052558.1","BestRefSeq","gene",1267814,1271320,".","-",".","gene-GH","Name=GH","protein_coding","Dbxref=CGNC:49117,GeneID:378781",651,0.765653,0.378013,0,0.381222,-1.39129671652341
"NC_052558.1","BestRefSeq","gene",1273674,1278150,".","-",".","gene-CD79B","Name=CD79B","protein_coding","Dbxref=CGNC:147,GeneID:419940",681,0.361278,0.713577,0.731531,0.602128666666667,-0.731856290746963
"NC_052558.1","BestRefSeq%2CGnomon","gene",1280296,1311881,".","-",".","gene-SCN4A","Name=SCN4A","protein_coding","Dbxref=CGNC:56668,GeneID:771297",5511,0.035897,0.319779,0.03622,0.130632,-2.93641974787792
"NC_052558.1","Gnomon","gene",1334405,1345132,".","+",".","gene-A2ML4","Name=A2ML4","protein_coding","Dbxref=CGNC:65057,GeneID:100858010",4425,70.3093,94.8479,51.1444,72.1005333333333,6.17193802612197
"NC_052558.1","BestRefSeq%2CGnomon","gene",1345346,1352226,".","-",".","gene-FTSJ3","Name=FTSJ3","protein_coding","Dbxref=CGNC:51133,GeneID:419943",2499,8.10718,6.96853,10.4986,8.52477,3.09166091046107
"NC_052558.1","BestRefSeq","gene",1352675,1356168,".","+",".","gene-PSMC5","Name=PSMC5","protein_coding","Dbxref=CGNC:200,GeneID:428274",1236,34.6862,36.7484,32.9034,34.7793333333333,5.12015837353784
"NC_052558.1","Gnomon","gene",1356251,1369006,".","-",".","gene-SMARCD2","Name=SMARCD2","protein_coding","Dbxref=CGNC:209,GeneID:428275",1339.75,24.3957,27.6478,27.5969,26.5468,4.730466061289
"NC_052558.1","Gnomon","gene",1419663,1833530,".","-",".","gene-ASIC2","Name=ASIC2","protein_coding","Dbxref=CGNC:213,GeneID:419945",1524,0.27985,0.276794,0.848011,0.468218333333333,-1.09474666985381
"NC_052558.1","BestRefSeq","gene",1880796,1906670,".","+",".","gene-CRHR1","Name=CRHR1","protein_coding","Dbxref=CGNC:216,GeneID:374218",1263,4.31711,3.58595,2.44278,3.44861333333333,1.78601637949329
"NC_052558.1","BestRefSeq","gene",1955857,1973162,".","+",".","gene-ITGB3","Name=ITGB3","protein_coding","Dbxref=CGNC:223,GeneID:374209",2346,7.79565,7.19334,9.46162,8.15020333333333,3.02683605251333
"NC_052558.1","BestRefSeq","gene",1985630,1998142,".","+",".","gene-METTL2B","Name=METTL2B","protein_coding","Dbxref=CGNC:51135,GeneID:419948",1113,1.99532,2.56452,2.42001,2.32661666666667,1.21823353190554
"NC_052558.1","Gnomon","gene",2008906,2052492,".","+",".","gene-TLK2","Name=TLK2","protein_coding","Dbxref=CGNC:246,GeneID:419949",2128.31,6.70828,5.96157,8.53281,7.06755333333333,2.82121086499599
"NC_052558.1","Gnomon","gene",2055697,2081555,".","+",".","gene-MRC2","Name=MRC2","protein_coding","Dbxref=CGNC:281,GeneID:419950",4452,4.29408,4.51274,5.07902,4.62861333333333,2.21058004731712
"NC_052558.1","Gnomon","gene",2114099,2287922,".","+",".","gene-TANC2","Name=TANC2","protein_coding","Dbxref=CGNC:51136,GeneID:419951",6045,0.62028,0.635198,0.83474,0.696739333333333,-0.521309084196094
"NC_052558.1","BestRefSeq%2CGnomon","gene",2300282,2316555,".","+",".","gene-ACE","Name=ACE","protein_coding","Dbxref=CGNC:306,GeneID:419953",3686.88,3.04648,3.07459,2.52178,2.88095,1.52654462218539
"NC_052558.1","BestRefSeq%2CGnomon","gene",2324180,2352336,".","+",".","gene-KCNH6","Name=KCNH6","protein_coding","Dbxref=CGNC:49933,GeneID:414871",3207,0.062936,0,0.06352,0.042152,-4.5682551049507
"NC_052558.1","BestRefSeq","gene",2353684,2369365,".","+",".","gene-DCAF7","Name=DCAF7","protein_coding","Dbxref=CGNC:313,GeneID:771554",1029,7.43107,5.61743,5.96549,6.33799666666667,2.66402690096585
"NC_052558.1","Gnomon","gene",2376381,2415730,".","+",".","gene-MAP3K3","Name=MAP3K3","protein_coding","Dbxref=CGNC:323,GeneID:419954",1959,3.40196,4.41736,2.89833,3.57255,1.83695420285286
"NC_052558.1","BestRefSeq%2CGnomon","gene",2419780,2429476,".","-",".","gene-LIMD2","Name=LIMD2","protein_coding","Dbxref=CGNC:327,GeneID:419955",406.579,5.95737,1.58632,7.94508,5.16292333333333,2.36818817500397
"NC_052558.1","BestRefSeq","gene",2430626,2438867,".","+",".","gene-RNF113B","Name=RNF113B","protein_coding","Dbxref=CGNC:51137,GeneID:419956",987,6.88513,5.89823,6.2649,6.34942,2.66662481214615
"NC_052558.1","BestRefSeq%2CGnomon","gene",2437574,2448640,".","-",".","gene-STRADA","Name=STRADA","protein_coding","Dbxref=CGNC:51138,GeneID:419957",1178.85,8.21848,9.65542,9.38181,9.08523666666667,3.18352409655946
"NC_052558.1","Gnomon","gene",2449009,2458883,".","-",".","gene-CCDC47","Name=CCDC47","protein_coding","Dbxref=CGNC:352,GeneID:419958",1446,19.2835,18.9251,26.0726,21.4270666666667,4.42136245562927
"NC_052558.1","BestRefSeq","gene",2459085,2475507,".","+",".","gene-DDX42","Name=DDX42","protein_coding","Dbxref=CGNC:360,GeneID:419959",2835,12.3954,9.99708,13.6686,12.02036,3.58740819912592
"NC_052558.1","BestRefSeq%2CGnomon","gene",2484639,2489847,".","+",".","gene-MYL4","Name=MYL4","protein_coding","Dbxref=CGNC:49822,GeneID:396472",575.958,1.79977,2.22739,1.14578,1.72431333333333,0.786021957357442
"NC_052558.1","BestRefSeq%2CGnomon","gene",2493324,2520101,".","+",".","gene-CDC27","Name=CDC27","protein_coding","Dbxref=CGNC:368,GeneID:419960",2522.46,6.72976,4.28461,7.91962,6.31133,2.65794405944165
"NC_052558.1","Gnomon","gene",2523982,2593539,".","+",".","gene-KANSL1","Name=KANSL1","protein_coding","Dbxref=CGNC:373,GeneID:419961",3284.36,11.9084,9.00242,10.4671,10.4593066666667,3.38671531533319
"NC_052558.1","Gnomon","gene",2529802,2531838,".","-",".","gene-LOC101751949","Name=LOC101751949","protein_coding","Dbxref=CGNC:71363,GeneID:101751949",1239,0.176484,0,0.35666,0.177714666666667,-2.49236534399853
"NC_052558.1","BestRefSeq%2CGnomon","gene",2593636,2631185,".","-",".","gene-MAPT","Name=MAPT","protein_coding","Dbxref=CGNC:389,GeneID:426737",1324.17,2.29183,1.78016,2.11605,2.06268,1.04452002179545
"NC_052558.1","Gnomon","gene",2636583,2641362,".","+",".","gene-SLC25A39","Name=SLC25A39","protein_coding","Dbxref=CGNC:16906,GeneID:427072",1045.24,27.0402,30.6338,28.6384,28.7708,4.84653343205724
"NC_052558.1","Gnomon","gene",2641574,2647360,".","-",".","gene-RUNDC3A","Name=RUNDC3A","protein_coding","Dbxref=CGNC:64765,GeneID:100858314",1302,0.834237,0.329988,0,0.388075,-1.36559259796018
"NC_052558.1","BestRefSeq%2CGnomon","gene",2649798,2668681,".","+",".","gene-SLC4A1","Name=SLC4A1","protein_coding","Dbxref=CGNC:49859,GeneID:396532",2778.04,10.2482,13.6535,8.76706,10.8895866666667,3.44487728996448
"NC_052558.1","Gnomon","gene",2667582,2685240,".","+",".","gene-UBTF","Name=UBTF","protein_coding","Dbxref=CGNC:63361,GeneID:100859792",2199.05,24.4056,18.7765,19.7781,20.9867333333333,4.39140571789836
"NC_052558.1","Gnomon","gene",2686400,2690194,".","-",".","gene-G6PC3","Name=G6PC3","protein_coding","Dbxref=CGNC:63781,GeneID:100859356",1029,1.0928,1.72844,0.883776,1.23500533333333,0.304517272058485
"NC_052558.1","BestRefSeq","gene",2690380,2696607,".","+",".","gene-LSM12","Name=LSM12","protein_coding","Dbxref=CGNC:72009,GeneID:776864",585,28.51,30.0075,29.9123,29.4766,4.88149822020152
"NC_052558.1","Gnomon","gene",2695743,2699079,".","+",".","gene-TMEM101","Name=TMEM101","protein_coding","Dbxref=CGNC:63751,GeneID:100859387",774,23.6853,24.9188,23.3434,23.9825,4.58391015187168
"NC_052558.1","BestRefSeq","gene",2702569,2704729,".","+",".","gene-LOC107049570","Name=LOC107049570","protein_coding","Dbxref=CGNC:72586,GeneID:107049570",273,13.848,27.131,4.73183,15.2369433333333,3.92950160925807
"NC_052558.1","BestRefSeq","gene",2706342,2707923,".","+",".","gene-PPY","Name=PPY","protein_coding","Dbxref=GeneID:395564",243,2.01618,11.819,2.07786,5.30434666666667,2.40717506616266
"NC_052558.1","BestRefSeq","gene",2738203,2755475,".","+",".","gene-COL1A1","Name=COL1A1","protein_coding","Dbxref=CGNC:49364,GeneID:395532",4362,32.7107,24.4168,30.0115,29.0463333333333,4.86028415126461
"NC_052558.1","Gnomon","gene",2758808,2763695,".","-",".","gene-SGCA","Name=SGCA","protein_coding","Dbxref=CGNC:63870,GeneID:100859263",1197,0.183551,0.362982,0.185485,0.244006,-2.03501147142781
"NC_052558.1","Gnomon","gene",2765611,2776617,".","+",".","gene-PPP1R19B","Name=PPP1R19B","protein_coding","Dbxref=CGNC:64084,GeneID:100859037",2373,9.51814,7.61979,8.03641,8.39144666666667,3.06891954951014
"NC_052558.1","Gnomon","gene",2785227,2794873,".","-",".","gene-LOC107050147","Name=LOC107050147","protein_coding","Dbxref=CGNC:73162,GeneID:107050147",1160.51,35.1811,34.0298,33.3175,34.1761333333333,5.09491727550638
"NC_052558.1","BestRefSeq%2CGnomon","gene",2795467,2811354,".","-",".","gene-ITGA3","Name=ITGA3","protein_coding","Dbxref=CGNC:48970,GeneID:373946",3100.98,10.5617,9.85778,12.8095,11.0763266666667,3.46940760276862
"NC_052558.1","BestRefSeq%2CGnomon","gene",2907321,2918786,".","-",".","gene-KAT7","Name=KAT7","protein_coding","Dbxref=CGNC:52487,GeneID:425530",1836,2.62336,3.04651,2.71628,2.79538333333333,1.48304613465284
"NC_052558.1","Gnomon","gene",2918942,2947207,".","+",".","gene-FAM117A","Name=FAM117A","protein_coding","Dbxref=GeneID:112530395",1401.74,1.84286,2.58437,2.58321,2.33681333333333,1.22454249499789
"NC_052558.1","BestRefSeq","gene",2947724,2951390,".","+",".","gene-SLC35B1","Name=SLC35B1","protein_coding","Dbxref=CGNC:7551,GeneID:395185",975,50.758,48.7997,61.677,53.7449,5.74805595482117
"NC_052558.1","Gnomon","gene",2961446,2986992,".","+",".","gene-SPOP","Name=SPOP","protein_coding","Dbxref=CGNC:7549,GeneID:425528",1125,7.68615,7.59917,8.36578,7.8837,2.97887287826534
"NC_052558.1","BestRefSeq","gene",3031019,3044987,".","-",".","gene-NGFR","Name=NGFR","protein_coding","Dbxref=CGNC:66496,GeneID:425805",1251,0,0.34523,0,0.115076666666667,-3.11933275748027
"NC_052558.1","Gnomon","gene",3065676,3093229,".","+",".","gene-MPP3","Name=MPP3","protein_coding","Dbxref=CGNC:1706,GeneID:419985",1686,0.375553,0.866811,1.00944,0.750601333333333,-0.413881241923759
"NC_052558.1","Gnomon","gene",3065775,3073541,".","-",".","gene-LOC429785","Name=LOC429785","protein_coding","Dbxref=GeneID:429785",1344,0.160987,0.636823,0.325291,0.374367,-1.417474826191
"NC_052558.1","BestRefSeq","gene",3093830,3096033,".","-",".","gene-C27H17ORF105","Name=C27H17ORF105","protein_coding","Dbxref=CGNC:56989,GeneID:771706",429,2.74103,0,1.39221,1.37774666666667,0.462310636704596
"NC_052558.1","BestRefSeq%2CGnomon","gene",3096220,3102314,".","-",".","gene-RAB18L","Name=RAB18L","protein_coding","Dbxref=CGNC:84444,GeneID:425531",615,4.53566,7.73394,4.1767,5.4821,2.45472864487078
"NC_052558.1","Gnomon","gene",3102368,3109183,".","+",".","gene-DUSP3","Name=DUSP3","protein_coding","Dbxref=CGNC:7544,GeneID:425527",555,22.2358,24.2757,25.8943,24.1352666666667,4.59307086186264
"NC_052558.1","BestRefSeq","gene",3141121,3146700,".","+",".","gene-MEOX1","Name=MEOX1","protein_coding","Dbxref=CGNC:810,GeneID:395533",723,0.334888,0,0.338953,0.224613666666667,-2.15448238338938
"NC_052558.1","Gnomon","gene",3160578,3174795,".","+",".","gene-ETV4","Name=ETV4","protein_coding","Dbxref=CGNC:807,GeneID:395747",1326,0.980685,1.13002,0.825676,0.978793666666667,-0.0309233284702162
"NC_052558.1","Gnomon","gene",3178274,3189614,".","-",".","gene-DHX8","Name=DHX8","protein_coding","Dbxref=CGNC:51145,GeneID:419982",3579,4.04006,3.72063,5.49294,4.41787666666667,2.14335314371084
"NC_052558.1","BestRefSeq","gene",3191405,3195551,".","+",".","gene-PHB","Name=PHB","protein_coding","Dbxref=CGNC:51144,GeneID:419980",819,94.9878,103.21,115.252,104.483266666667,6.70712809830048
"NC_052558.1","Gnomon","gene",3202763,3228447,".","+",".","gene-ZNF652","Name=ZNF652","protein_coding","Dbxref=CGNC:873,GeneID:419987",1830,12.4768,14.0413,13.7551,13.4244,3.7467857036665
"NC_052558.1","BestRefSeq%2CGnomon","gene",3235627,3242409,".","+",".","gene-PHOSPHO1","Name=PHOSPHO1","protein_coding","Dbxref=CGNC:874,GeneID:395650",823.721,49.2993,52.578,86.9734,62.9502333333333,5.9761398203808
"NC_052558.1","Gnomon","gene",3242218,3246732,".","-",".","gene-ABI3","Name=ABI3","protein_coding","Dbxref=CGNC:878,GeneID:419988",1137,11.4866,7.69956,10.4284,9.87152,3.30327224553519
"NC_052558.1","BestRefSeq","gene",3248106,3250325,".","+",".","gene-GNGT2","Name=GNGT2","protein_coding","Dbxref=CGNC:63949,GeneID:100859179",210,0,2.93012,3.13443,2.02151666666667,1.01543809815239
"NC_052558.1","BestRefSeq","gene",3257187,3283328,".","-",".","gene-IGF2BP1","Name=IGF2BP1","protein_coding","Dbxref=CGNC:882,GeneID:395953",1731,6.08127,7.57969,10.8089,8.15662,3.0279714414812
"NC_052558.1","Gnomon","gene",3297396,3300684,".","+",".","gene-SNF8","Name=SNF8","protein_coding","Dbxref=CGNC:893,GeneID:419990",777,7.95947,8.46836,9.29269,8.57350666666667,3.09988540455515
"NC_052558.1","Gnomon","gene",3300967,3312745,".","-",".","gene-UBE2Z","Name=UBE2Z","protein_coding","Dbxref=CGNC:899,GeneID:419991",1080,1.44619,3.0637,3.13238,2.54742333333333,1.34903872802635
"NC_052558.1","Gnomon","gene",3314546,3316838,".","-",".","gene-ATP5G1","Name=ATP5G1","protein_coding","Dbxref=CGNC:911,GeneID:419992",411,502.994,600.73,599.012,567.578666666667,9.14867655423907
"NC_052558.1","Gnomon","gene",3317410,3326627,".","+",".","gene-CALCOCO2","Name=CALCOCO2","protein_coding","Dbxref=CGNC:1052,GeneID:419993",1413,8.37126,7.07489,9.9943,8.48015,3.0840897839326
"NC_052558.1","BestRefSeq%2CGnomon","gene",3412953,3472771,".","+",".","gene-HOXB3","Name=HOXB3","protein_coding","Dbxref=CGNC:49352,GeneID:395502",1200,0.915138,0.361948,0.184955,0.487347,-1.03697873138204
"NC_052558.1","BestRefSeq%2CGnomon","gene",3412953,3428530,".","+",".","gene-HOXB5","Name=HOXB5","protein_coding","Dbxref=CGNC:52343,GeneID:425096",795,1.78571,1.76426,1.50555,1.68517333333333,0.752896991572886
"NC_052558.1","BestRefSeq%2CGnomon","gene",3442867,3445903,".","+",".","gene-HOXB4","Name=HOXB4","protein_coding","Dbxref=CGNC:15553,GeneID:396230",738,4.8956,5.48066,4.62426,5.00017333333333,2.32197810744857
"NC_052558.1","Gnomon","gene",3476821,3479768,".","+",".","gene-HOXB2","Name=HOXB2","protein_coding","Dbxref=CGNC:53816,GeneID:429940",972,0.934728,0.230979,0.472536,0.546081,-0.872813133428849
"NC_052558.1","Gnomon","gene",3662535,3668471,".","-",".","gene-SNX11","Name=SNX11","protein_coding","Dbxref=CGNC:13101,GeneID:429353",663,11.2172,10.045,6.649,9.30373333333333,3.21780974640367
"NC_052558.1","BestRefSeq%2CGnomon","gene",3668658,3677450,".","+",".","gene-CBX1","Name=CBX1","protein_coding","Dbxref=CGNC:49096,GeneID:374237",572.643,9.97592,12.8177,17.7712,13.5216066666667,3.75719468085037
"NC_052558.1","BestRefSeq","gene",3679491,3688419,".","-",".","gene-NFE2L1","Name=NFE2L1","protein_coding","Dbxref=CGNC:50648,GeneID:417987",2319,20.0419,14.5655,22.5609,19.0561,4.25218098399997
"NC_052558.1","BestRefSeq","gene",3692203,3695153,".","-",".","gene-CDK5RAP3","Name=CDK5RAP3","protein_coding","Dbxref=CGNC:15509,GeneID:430350",1536,9.84876,11.5249,11.2089,10.8608533333333,3.44106555451246
"NC_052558.1","Gnomon","gene",3695940,3697573,".","+",".","gene-PRR15L","Name=PRR15L","protein_coding","Dbxref=CGNC:65700,GeneID:100857311",291,6.72957,6.60056,12.3905,8.57354333333333,3.09989157457485
"NC_052558.1","Gnomon","gene",3698678,3700949,".","-",".","gene-PNPO","Name=PNPO","gene=PNPO","Dbxref=CGNC:65631,GeneID:100857383",765,42.132,49.3299,30.317,40.5929666666667,5.34315787564448
"NC_052558.1","Gnomon","gene",3701286,3711540,".","-",".","gene-SP2","Name=SP2","protein_coding","Dbxref=CGNC:132,GeneID:425673",2229,2.86802,4.21069,3.45592,3.51154333333333,1.81210523850281
"NC_052558.1","Gnomon","gene",3723084,3725679,".","+",".","gene-SCRN2","Name=SCRN2","protein_coding","Dbxref=CGNC:9054,GeneID:425759",1272,26.5517,24.7314,33.4053,28.2294666666667,4.81912996740067
"NC_052558.1","Gnomon","gene",3725654,3728753,".","-",".","gene-LRRC46","Name=LRRC46","protein_coding","Dbxref=CGNC:15145,GeneID:776636",957,0.238016,0,0,0.0793386666666667,-3.65583203743334
"NC_052558.1","Gnomon","gene",3728779,3730731,".","+",".","gene-MRPL10","Name=MRPL10","protein_coding","Dbxref=CGNC:10708,GeneID:426521",780,38.085,35.519,31.4447,35.0162333333333,5.12995199751709
"NC_052558.1","Gnomon","gene",3731211,3737735,".","+",".","gene-OSBPL7","Name=OSBPL7","protein_coding","Dbxref=CGNC:65577,GeneID:100857443",2604,4.70336,2.48214,3.71906,3.63485333333333,1.86189715244155
"NC_052558.1","Gnomon","gene",3738114,3745289,".","-",".","gene-TBX21","Name=TBX21","protein_coding","Dbxref=CGNC:65065,GeneID:100858002",1701,0,0.122635,0,0.0408783333333333,-4.61251981298919
"NC_052558.1","Gnomon","gene",3755665,3772578,".","-",".","gene-TBKBP1","Name=TBKBP1","protein_coding","Dbxref=CGNC:26618,GeneID:430679",1791,0.117183,0.115922,0.591682,0.274929,-1.86286900197056
"NC_052558.1","Gnomon","gene",3772711,3792613,".","-",".","gene-KPNB1","Name=KPNB1","protein_coding","Dbxref=CGNC:52805,GeneID:426499",2631,19.927,16.8792,22.8542,19.8868,4.31373924458626
"NC_052558.1","Gnomon","gene",3795477,3823848,".","-",".","gene-NPEPPS","Name=NPEPPS","protein_coding","Dbxref=CGNC:10259,GeneID:426231",2631,50.7867,55.3945,65.6666,57.2826,5.84002507146261
"NC_052558.1","BestRefSeq","gene",3826595,3830227,".","+",".","gene-MRPL45","Name=MRPL45","protein_coding","Dbxref=CGNC:66500,GeneID:426233",891,48.9817,59.163,57.1375,55.0940666666667,5.78382505158776
"NC_052558.1","Gnomon","gene",3833680,3840118,".","-",".","gene-GPR179","Name=GPR179","protein_coding","Dbxref=CGNC:78253,GeneID:107055290",3138,0.386331,0.573472,0.129973,0.363258666666667,-1.46093087663594
"NC_052558.1","Gnomon","gene",3841086,3850887,".","+",".","gene-LOC107057564","Name=LOC107057564","protein_coding","Dbxref=CGNC:80514,GeneID:107057564",1723.39,3.29975,4.63055,3.83829,3.92286333333333,1.97190707496211
